id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-565,,,18.339,18.339,round,0.013,0.013,plumbing,,
pi-566,,,19.492,18.354,round,0.013,0.013,plumbing,,
pi-567,,,18.339,18.339,round,0.013,0.013,plumbing,,
pi-568,,,18.354,19.418,round,0.013,0.013,plumbing,,
pi-569,,,19.507,19.507,round,0.025,0.025,plumbing,,
pi-570,,,18.339,18.339,round,0.013,0.013,plumbing,,
pi-571,,,18.354,19.418,round,0.013,0.013,plumbing,,
pi-572,,,19.507,19.507,round,0.025,0.025,plumbing,,
pi-573,,,18.278,17.729,round,0.051,0.051,plumbing,,
pi-574,,,17.678,17.678,round,0.051,0.051,plumbing,,
pi-575,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-576,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-577,,,17.983,17.78,round,0.102,0.102,plumbing,,
pi-578,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-579,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-580,,,17.983,17.78,round,0.102,0.102,plumbing,,
pi-581,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-582,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-583,,,17.983,17.78,round,0.102,0.102,plumbing,,
pi-584,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-585,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-586,,,17.983,17.78,round,0.102,0.102,plumbing,,
pi-587,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-588,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-589,,,17.983,17.78,round,0.102,0.102,plumbing,,
pi-590,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-591,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-592,,,17.983,17.78,round,0.102,0.102,plumbing,,
pi-593,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-594,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-595,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-596,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-597,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-598,,,17.983,17.716,round,0.038,0.038,plumbing,,
pi-599,,,17.678,17.678,round,0.038,0.038,plumbing,,
pi-600,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-601,,,17.983,17.716,round,0.038,0.038,plumbing,,
pi-602,,,17.678,17.678,round,0.038,0.038,plumbing,,
pi-603,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-604,,,17.983,17.716,round,0.038,0.038,plumbing,,
pi-605,,,17.678,17.678,round,0.038,0.038,plumbing,,
pi-606,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-607,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-608,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-609,,,17.983,17.716,round,0.038,0.038,plumbing,,
pi-610,,,17.678,17.678,round,0.038,0.038,plumbing,,
pi-611,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-612,,,17.983,17.716,round,0.038,0.038,plumbing,,
pi-613,,,17.678,17.678,round,0.038,0.038,plumbing,,
pi-614,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-615,,,17.983,17.716,round,0.038,0.038,plumbing,,
pi-616,,,17.678,17.678,round,0.038,0.038,plumbing,,
pi-617,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-618,,,18.232,17.729,round,0.051,0.051,plumbing,,
pi-619,,,17.678,17.678,round,0.051,0.051,plumbing,,
pi-620,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-621,,,18.232,17.729,round,0.051,0.051,plumbing,,
pi-622,,,17.678,17.678,round,0.051,0.051,plumbing,,
pi-623,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-624,,,18.232,17.729,round,0.051,0.051,plumbing,,
pi-625,,,17.678,17.678,round,0.051,0.051,plumbing,,
pi-626,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-627,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-628,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-629,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-630,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-631,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-632,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-633,,,17.983,17.78,round,0.102,0.102,plumbing,,
pi-634,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-635,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-636,,,17.983,17.78,round,0.102,0.102,plumbing,,
pi-637,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-638,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-639,,,17.983,17.78,round,0.102,0.102,plumbing,,
pi-640,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-641,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-642,,,17.983,17.78,round,0.102,0.102,plumbing,,
pi-643,,,17.678,17.678,round,0.102,0.102,plumbing,,
pi-644,,,17.678,17.678,round,0.102,0.102,plumbing,,
