id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-226,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-227,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-228,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-229,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-230,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-231,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-232,,,3.378,3.378,round,0.013,0.013,Domestic Cold Water,,
pi-233,,,3.364,2.942,round,0.013,0.013,Domestic Cold Water,,
pi-234,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-235,,,2.884,3.289,round,0.013,0.013,Domestic Cold Water,,
pi-236,,,2.667,2.667,round,0.013,0.013,Domestic Cold Water,,
pi-237,,,2.667,2.667,round,0.013,0.013,Domestic Cold Water,,
pi-238,,,5.512,5.512,round,0.013,0.013,Domestic Cold Water,,
pi-239,,,5.537,5.537,round,0.013,0.013,Domestic Hot Water,,
pi-240,,,5.551,6.387,round,0.013,0.013,Domestic Hot Water,,
pi-241,,,5.526,6.336,round,0.013,0.013,Domestic Cold Water,,
pi-242,,,5.537,5.537,round,0.013,0.013,Domestic Hot Water,,
pi-243,,,5.512,5.512,round,0.013,0.013,Domestic Cold Water,,
pi-244,,,5.563,5.563,round,0.013,0.013,Domestic Cold Water,,
pi-245,,,5.563,5.563,round,0.013,0.013,Domestic Cold Water,,
pi-246,,,5.817,5.817,round,0.013,0.013,Domestic Cold Water,,
pi-247,,,5.577,5.802,round,0.013,0.013,Domestic Cold Water,,
pi-248,,,5.817,5.817,round,0.013,0.013,Domestic Cold Water,,
pi-249,,,6.425,5.831,round,0.013,0.013,Domestic Cold Water,,
pi-250,,,6.439,6.439,round,0.013,0.013,Domestic Cold Water,,
pi-251,,,5.817,5.817,round,0.013,0.013,Domestic Cold Water,,
pi-252,,,3.658,3.558,round,0.013,0.013,Domestic Cold Water,,
pi-253,,,3.658,3.545,round,0.013,0.013,Domestic Hot Water,,
pi-254,,,5.136,3.373,round,0.025,0.025,Domestic Cold Water,,
pi-255,,,3.073,3.073,round,0.025,0.025,Domestic Cold Water,,
pi-256,,,3.329,3.51,round,0.025,0.025,Domestic Cold Water,,
pi-257,,,3.531,3.531,round,0.025,0.025,Domestic Cold Water,,
pi-258,,,3.137,3.094,round,0.025,0.025,Domestic Cold Water,,
pi-259,,,3.315,3.332,round,0.025,0.025,Domestic Cold Water,,
pi-260,,,3.353,3.353,round,0.025,0.025,Domestic Cold Water,,
pi-261,,,3.073,3.073,round,0.025,0.025,Domestic Cold Water,,
pi-262,,,3.302,3.302,round,0.013,0.013,Domestic Cold Water,,
pi-263,,,3.094,3.275,round,0.025,0.025,Domestic Cold Water,,
pi-264,,,3.288,2.942,round,0.013,0.013,Domestic Cold Water,,
pi-265,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-266,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-267,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-268,,,2.907,2.891,round,0.013,0.013,Domestic Hot Water,,
pi-269,,,3.531,3.531,round,0.013,0.013,Domestic Hot Water,,
pi-270,,,3.516,2.884,round,0.013,0.013,Domestic Hot Water,,
pi-271,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-272,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-273,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-274,,,2.972,2.972,round,0.013,0.013,Domestic Hot Water,,
pi-275,,,3.289,2.986,round,0.013,0.013,Domestic Hot Water,,
pi-276,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-277,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-278,,,2.884,2.958,round,0.013,0.013,Domestic Hot Water,,
pi-279,,,2.972,2.972,round,0.013,0.013,Domestic Hot Water,,
pi-280,,,3.378,3.378,round,0.013,0.013,Domestic Hot Water,,
pi-281,,,2.261,2.261,round,0.013,0.013,Domestic Hot Water,,
pi-282,,,3.364,2.275,round,0.013,0.013,Domestic Hot Water,,
pi-283,,,3.378,3.378,round,0.013,0.013,Domestic Cold Water,,
pi-284,,,2.261,2.261,round,0.013,0.013,Domestic Cold Water,,
pi-285,,,3.364,2.275,round,0.013,0.013,Domestic Cold Water,,
pi-286,,,2.275,2.907,round,0.013,0.013,Domestic Cold Water,,
pi-287,,,2.275,2.856,round,0.013,0.013,Domestic Hot Water,,
pi-288,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-289,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-290,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-291,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-292,,,2.972,2.972,round,0.013,0.013,Domestic Cold Water,,
pi-293,,,2.951,2.935,round,0.013,0.013,Domestic Cold Water,,
pi-294,,,3.289,2.992,round,0.013,0.013,Domestic Cold Water,,
pi-295,,,2.972,2.972,round,0.013,0.013,Domestic Cold Water,,
pi-296,,,2.667,2.667,round,0.013,0.013,Domestic Cold Water,,
pi-297,,,2.958,2.681,round,0.013,0.013,Domestic Cold Water,,
pi-298,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-299,,,2.907,2.275,round,0.013,0.013,Domestic Cold Water,,
pi-300,,,2.261,2.261,round,0.013,0.013,Domestic Cold Water,,
pi-301,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-302,,,2.907,2.275,round,0.013,0.013,Domestic Hot Water,,
pi-303,,,2.261,2.261,round,0.013,0.013,Domestic Hot Water,,
pi-304,,,2.275,2.856,round,0.013,0.013,Domestic Hot Water,,
pi-305,,,2.275,2.856,round,0.013,0.013,Domestic Cold Water,,
pi-306,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-307,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-308,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-309,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-310,,,2.907,2.884,round,0.013,0.013,Domestic Cold Water,,
pi-311,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-312,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-313,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-314,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-315,,,2.935,3.215,round,0.013,0.013,Domestic Cold Water,,
pi-316,,,2.997,2.997,round,0.013,0.013,Domestic Hot Water,,
pi-317,,,3.011,3.215,round,0.013,0.013,Domestic Hot Water,,
pi-318,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-319,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-320,,,3.658,3.469,round,0.013,0.013,Domestic Cold Water,,
pi-321,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-322,,,3.658,3.494,round,0.013,0.013,Domestic Hot Water,,
pi-323,,,3.454,3.454,round,0.013,0.013,Domestic Cold Water,,
pi-324,,,3.48,3.48,round,0.013,0.013,Domestic Hot Water,,
pi-325,,,2.935,3.466,round,0.013,0.013,Domestic Hot Water,,
pi-326,,,3.48,3.48,round,0.013,0.013,Domestic Hot Water,,
pi-327,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-328,,,2.935,3.44,round,0.013,0.013,Domestic Cold Water,,
pi-329,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-330,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-331,,,2.907,2.884,round,0.013,0.013,Domestic Cold Water,,
pi-332,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-333,,,2.667,2.667,round,0.013,0.013,Domestic Cold Water,,
pi-334,,,2.856,2.681,round,0.013,0.013,Domestic Cold Water,,
pi-335,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-336,,,2.997,2.997,round,0.013,0.013,Domestic Hot Water,,
pi-337,,,2.997,2.997,round,0.013,0.013,Domestic Hot Water,,
pi-338,,,2.997,2.997,round,0.013,0.013,Domestic Hot Water,,
pi-339,,,2.935,2.983,round,0.013,0.013,Domestic Hot Water,,
pi-340,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-341,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-342,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-343,,,3.378,3.378,round,0.013,0.013,Domestic Cold Water,,
pi-344,,,2.997,2.997,round,0.013,0.013,Domestic Hot Water,,
pi-345,,,3.018,3.364,round,0.013,0.013,Domestic Hot Water,,
pi-346,,,3.378,3.378,round,0.013,0.013,Domestic Hot Water,,
pi-347,,,2.997,2.997,round,0.013,0.013,Domestic Hot Water,,
pi-348,,,2.964,3.364,round,0.013,0.013,Domestic Cold Water,,
pi-349,,,2.936,2.954,round,0.013,0.013,Domestic Cold Water,,
pi-350,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-351,,,3.289,3.256,round,0.013,0.013,Domestic Hot Water,,
pi-352,,,3.245,3.225,round,0.013,0.013,Domestic Hot Water,,
pi-353,,,3.289,3.256,round,0.013,0.013,Domestic Cold Water,,
pi-354,,,3.245,3.225,round,0.013,0.013,Domestic Cold Water,,
pi-355,,,2.38,1.984,round,0.102,0.102,Sanitary,,
pi-356,,,1.841,1.841,round,0.102,0.102,Sanitary,,
pi-357,,,2.898,3.053,round,0.025,0.025,Domestic Cold Water,,
pi-358,,,3.315,3.358,round,0.025,0.025,Domestic Cold Water,,
pi-359,,,3.094,3.137,round,0.025,0.025,Domestic Cold Water,,
pi-360,,,5.136,3.399,round,0.025,0.025,Domestic Cold Water,,
pi-361,,,3.378,3.378,round,0.025,0.025,Domestic Cold Water,,
pi-362,,,3.073,3.073,round,0.025,0.025,Domestic Cold Water,,
pi-363,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-364,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-365,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-366,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-367,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-368,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-369,,,2.819,2.819,round,0.013,0.013,Domestic Hot Water,,
pi-370,,,2.972,2.972,round,0.013,0.013,Domestic Cold Water,,
pi-371,,,2.972,2.972,round,0.013,0.013,Domestic Cold Water,,
pi-372,,,2.972,2.972,round,0.013,0.013,Domestic Cold Water,,
pi-373,,,2.972,2.972,round,0.013,0.013,Domestic Cold Water,,
pi-374,,,2.951,2.935,round,0.013,0.013,Domestic Cold Water,,
pi-375,,,2.972,2.972,round,0.013,0.013,Domestic Cold Water,,
pi-376,,,2.972,2.972,round,0.013,0.013,Domestic Cold Water,,
pi-377,,,2.958,2.884,round,0.013,0.013,Domestic Cold Water,,
pi-378,,,2.891,2.907,round,0.013,0.013,Domestic Cold Water,,
pi-379,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-380,,,2.891,2.907,round,0.013,0.013,Domestic Cold Water,,
pi-381,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-382,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-383,,,2.834,2.907,round,0.013,0.013,Domestic Hot Water,,
pi-384,,,2.84,2.907,round,0.013,0.013,Domestic Hot Water,,
pi-385,,,2.819,2.819,round,0.013,0.013,Domestic Hot Water,,
pi-386,,,2.84,2.907,round,0.013,0.013,Domestic Hot Water,,
pi-387,,,2.819,2.819,round,0.013,0.013,Domestic Hot Water,,
pi-388,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-389,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-390,,,2.819,2.819,round,0.013,0.013,Domestic Hot Water,,
pi-391,,,2.805,1.957,round,0.013,0.013,Domestic Hot Water,,
pi-392,,,1.943,1.943,round,0.013,0.013,Domestic Hot Water,,
pi-393,,,1.957,3.008,round,0.013,0.013,Domestic Hot Water,,
pi-394,,,2.646,2.008,round,0.013,0.013,Domestic Cold Water,,
pi-395,,,1.994,1.994,round,0.013,0.013,Domestic Cold Water,,
pi-396,,,2.008,3.059,round,0.013,0.013,Domestic Cold Water,,
pi-397,,,3.023,3.023,round,0.013,0.013,Domestic Hot Water,,
pi-398,,,3.073,3.073,round,0.013,0.013,Domestic Cold Water,,
pi-399,,,3.142,3.088,round,0.013,0.013,Domestic Cold Water,,
pi-400,,,3.205,3.289,round,0.013,0.013,Domestic Cold Water,,
pi-401,,,3.195,3.152,round,0.013,0.013,Domestic Cold Water,,
pi-402,,,3.023,3.023,round,0.013,0.013,Domestic Hot Water,,
pi-403,,,3.037,3.289,round,0.013,0.013,Domestic Hot Water,,
pi-404,,,2.667,2.667,round,0.013,0.013,Domestic Cold Water,,
pi-405,,,2.667,2.667,round,0.013,0.013,Domestic Cold Water,,
pi-406,,,2.856,2.688,round,0.013,0.013,Domestic Cold Water,,
pi-407,,,3.364,2.935,round,0.013,0.013,Domestic Hot Water,,
pi-408,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-409,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-410,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-411,,,3.545,3.658,round,0.013,0.013,Domestic Cold Water,,
pi-412,,,3.545,3.658,round,0.013,0.013,Domestic Hot Water,,
pi-413,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-414,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-415,,,2.907,2.884,round,0.013,0.013,Domestic Hot Water,,
pi-416,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-417,,,2.884,3.516,round,0.013,0.013,Domestic Hot Water,,
pi-418,,,3.531,3.531,round,0.013,0.013,Domestic Hot Water,,
pi-419,,,2.769,2.769,round,0.025,0.025,Domestic Cold Water,,
pi-420,,,3.531,3.531,round,0.025,0.025,Domestic Cold Water,,
pi-421,,,2.817,2.789,round,0.025,0.025,Domestic Cold Water,,
pi-422,,,3.364,2.986,round,0.013,0.013,Domestic Cold Water,,
pi-423,,,3.351,3.315,round,0.025,0.025,Domestic Cold Water,,
pi-424,,,3.137,2.858,round,0.025,0.025,Domestic Cold Water,,
pi-425,,,2.838,2.838,round,0.025,0.025,Domestic Cold Water,,
pi-426,,,3.51,3.405,round,0.025,0.025,Domestic Cold Water,,
pi-427,,,3.378,3.378,round,0.013,0.013,Domestic Cold Water,,
pi-428,,,3.378,3.378,round,0.025,0.025,Domestic Cold Water,,
pi-429,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-430,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-431,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-432,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-433,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-434,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-435,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-436,,,2.789,5.136,round,0.025,0.025,Domestic Cold Water,,
pi-437,,,3.378,3.378,round,0.013,0.013,Domestic Hot Water,,
pi-438,,,3.378,3.378,round,0.013,0.013,Domestic Cold Water,,
pi-439,,,2.992,3.364,round,0.013,0.013,Domestic Cold Water,,
pi-440,,,2.972,2.972,round,0.013,0.013,Domestic Cold Water,,
pi-441,,,5.512,5.512,round,0.013,0.013,Domestic Cold Water,,
pi-442,,,2.921,2.921,round,0.025,0.025,Domestic Cold Water,,
pi-443,,,3.315,3.345,round,0.025,0.025,Domestic Cold Water,,
pi-444,,,5.136,3.386,round,0.025,0.025,Domestic Cold Water,,
pi-445,,,3.137,3.107,round,0.025,0.025,Domestic Cold Water,,
pi-446,,,3.365,3.365,round,0.025,0.025,Domestic Cold Water,,
pi-447,,,3.086,3.086,round,0.025,0.025,Domestic Cold Water,,
pi-448,,,3.531,3.531,round,0.013,0.013,Domestic Cold Water,,
pi-449,,,3.658,3.545,round,0.013,0.013,Domestic Cold Water,,
pi-450,,,2.948,3.509,round,0.025,0.025,Domestic Cold Water,,
pi-451,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-452,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-453,,,2.261,2.261,round,0.013,0.013,Domestic Cold Water,,
pi-454,,,2.907,2.275,round,0.013,0.013,Domestic Cold Water,,
pi-455,,,2.667,2.667,round,0.013,0.013,Domestic Cold Water,,
pi-456,,,2.275,2.653,round,0.013,0.013,Domestic Cold Water,,
pi-457,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-458,,,2.87,2.87,round,0.013,0.013,Domestic Hot Water,,
pi-459,,,2.261,2.261,round,0.013,0.013,Domestic Hot Water,,
pi-460,,,2.856,2.275,round,0.013,0.013,Domestic Hot Water,,
pi-461,,,2.642,2.642,round,0.013,0.013,Domestic Hot Water,,
pi-462,,,2.275,2.627,round,0.013,0.013,Domestic Hot Water,,
pi-463,,,2.681,2.856,round,0.013,0.013,Domestic Cold Water,,
pi-464,,,2.87,2.87,round,0.013,0.013,Domestic Cold Water,,
pi-465,,,2.656,2.907,round,0.013,0.013,Domestic Hot Water,,
pi-466,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-467,,,2.921,2.921,round,0.013,0.013,Domestic Hot Water,,
pi-468,,,5.029,5.029,round,0.025,0.025,Domestic Cold Water,,
pi-469,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-470,,,5.15,5.035,round,0.025,0.025,Domestic Cold Water,,
pi-471,,,5.15,5.035,round,0.025,0.025,Domestic Cold Water,,
pi-472,,,2.589,2.501,round,0.051,0.051,Sanitary,,
pi-473,,,2.394,2.242,round,0.051,0.051,Sanitary,,
pi-474,,,5.105,5.105,round,0.025,0.025,Domestic Cold Water,,
pi-475,,,5.15,5.111,round,0.025,0.025,Domestic Cold Water,,
pi-476,,,5.111,5.15,round,0.025,0.025,Domestic Cold Water,,
pi-477,,,5.105,5.105,round,0.025,0.025,Domestic Cold Water,,
pi-478,,,5.15,5.111,round,0.025,0.025,Domestic Cold Water,,
pi-479,,,5.111,5.15,round,0.025,0.025,Domestic Cold Water,,
pi-480,,,5.08,5.08,round,0.025,0.025,Domestic Cold Water,,
pi-481,,,5.15,5.086,round,0.025,0.025,Domestic Cold Water,,
pi-482,,,5.086,5.15,round,0.025,0.025,Domestic Cold Water,,
pi-483,,,5.08,5.08,round,0.025,0.025,Domestic Cold Water,,
pi-484,,,5.15,5.086,round,0.025,0.025,Domestic Cold Water,,
pi-485,,,5.086,5.15,round,0.025,0.025,Domestic Cold Water,,
pi-486,,,5.08,5.08,round,0.025,0.025,Domestic Cold Water,,
pi-487,,,5.15,5.086,round,0.025,0.025,Domestic Cold Water,,
pi-488,,,5.086,5.15,round,0.025,0.025,Domestic Cold Water,,
pi-489,,,5.08,5.08,round,0.025,0.025,Domestic Cold Water,,
pi-490,,,5.15,5.086,round,0.025,0.025,Domestic Cold Water,,
pi-491,,,5.15,5.086,round,0.025,0.025,Domestic Cold Water,,
pi-492,,,2.589,1.907,round,0.051,0.051,Sanitary,,
