id,number,base_offset,system_type,terminal_type
tm-1394,134,-0,,
tm-1395,135,0,,
tm-1396,136,0,,
tm-1397,137,0,,
tm-1398,138,0,,
tm-1399,139,0,,
tm-1400,140,0,,
tm-1401,141,0,,
tm-1402,142,0,,
tm-1403,143,0,,
tm-1404,144,0,,
tm-1405,145,0,,
tm-1406,146,0,,
tm-1407,147,0,,
tm-1408,306,0,,
tm-1409,307,0,,
tm-1410,365,0,,
tm-1411,366,0,,
tm-1412,479,-0,,
tm-1413,480,0,,
tm-1414,481,-0,,
tm-1415,482,-0,,
