id,number,base_offset,top_level_id,top_offset,material,thickness
w-871,,0,lv-19,-0.152,steel,0.168
w-872,,0,lv-19,-0.152,steel,0.079
w-873,,0,lv-19,-0.152,steel,0.108
w-874,,0,lv-19,-0.152,steel,0.079
w-875,,0,lv-19,-0.152,steel,0.124
w-876,,0,lv-19,-0.152,steel,0.079
w-877,,0,lv-19,-0.152,steel,0.079
w-878,,0,lv-19,-0.152,steel,0.079
w-879,,0,lv-19,-0.152,steel,0.079
w-880,,0,lv-19,-0.152,steel,0.079
w-881,,0,lv-19,0,steel,0.371
w-882,,0,lv-19,0,steel,0.298
w-883,,0,lv-19,0,steel,0.079
w-884,,0,lv-19,-0.152,steel,0.124
w-885,,0,,0,steel,0.184
w-886,,0,,0,steel,0.184
w-887,,0,,0,steel,0.184
w-888,,0,,0,steel,0.184
w-889,,0,lv-19,0,steel,0.168
w-890,,0,lv-19,0,steel,0.108
w-891,,0,lv-19,0,steel,0.108
w-892,,-0.698,lv-17,-0.152,steel,0.267
w-893,,-0.698,lv-17,-0.152,steel,0.235
w-894,,0,lv-19,0,steel,0.168
w-895,,0,lv-19,0,steel,0.079
w-896,,0,lv-19,-0.152,steel,0.079
w-897,,0,lv-19,-0.152,steel,0.079
w-898,,0,lv-19,0,steel,0.168
w-899,,0,lv-19,-0.152,steel,0.079
w-900,,-0.737,lv-17,-0.152,steel,0.267
w-901,,-0.698,lv-17,-0.152,steel,0.235
w-902,,-1.041,lv-17,-0.152,steel,0.47
w-903,,-0.698,lv-17,-0.152,steel,0.235
w-904,,-0.698,lv-17,-0.152,steel,0.235
w-905,,-0.711,lv-17,-0.152,steel,0.267
w-906,,-0.698,lv-17,-0.152,steel,0.286
w-907,,0,,0,steel,0.184
w-908,,0,,0,steel,0.184
w-909,,0,,0,steel,0.184
w-910,,0,,0,steel,0.184
w-911,,0,,0,steel,0.184
w-912,,2.438,,0,steel,0.108
w-913,,2.438,,0,steel,0.108
w-914,,2.438,,0,steel,0.108
w-915,,2.438,,0,steel,0.108
w-916,,-0.698,lv-17,-0.152,steel,0.267
w-917,,-0.698,lv-17,-0.152,steel,0.267
w-918,,-0.698,lv-17,-0.152,steel,0.235
w-919,,-0.698,lv-17,-0.152,steel,0.267
w-920,,-0.698,lv-17,-0.152,steel,0.235
w-921,,-0.698,lv-17,-0.152,steel,0.267
w-922,,-0.698,lv-17,-0.152,steel,0.235
w-923,,-0.698,lv-17,-0.152,steel,0.267
w-924,,-0.698,lv-17,-0.152,steel,0.235
w-925,,-0.698,lv-17,-0.152,steel,0.267
w-926,,-0.698,lv-17,-0.152,steel,0.267
w-927,,-0.698,lv-17,-0.152,steel,0.267
w-928,,-0.698,lv-17,-0.152,steel,0.267
w-929,,-0.698,lv-17,-0.152,steel,0.267
w-930,,0,lv-19,0,steel,0.108
w-931,,0,lv-19,0,steel,0.108
w-932,,-0.698,lv-17,-0.152,steel,0.267
w-933,,-0.698,lv-17,-0.152,steel,0.267
w-934,,2.438,,0,steel,0.108
w-935,,2.438,,0,steel,0.108
w-936,,2.438,,0,steel,0.108
w-937,,2.438,,0,steel,0.108
w-938,,2.438,,0,steel,0.108
w-939,,2.438,,0,steel,0.108
w-940,,2.438,,0,steel,0.108
w-941,,2.438,,0,steel,0.108
w-942,,2.438,,0,steel,0.108
w-943,,2.438,,0,steel,0.108
w-944,,2.438,,0,steel,0.108
w-945,,2.438,,0,steel,0.108
w-946,,2.438,,0,steel,0.108
w-947,,2.438,,0,steel,0.108
w-948,,2.438,,0,steel,0.108
w-949,,2.438,,0,steel,0.108
w-950,,2.438,,0,steel,0.108
w-951,,2.438,,0,steel,0.108
w-952,,2.438,,0,steel,0.108
w-953,,2.438,,0,steel,0.108
w-954,,-1.041,lv-17,-0.152,steel,0.321
w-955,,-1.041,lv-17,-0.152,steel,0.321
w-956,,-1.041,lv-17,-0.152,steel,0.321
w-957,,-0.711,lv-17,-0.152,steel,0.267
w-958,,0,,0,steel,0.184
w-959,,0,,0,steel,0.184
w-960,,0,,0,steel,0.184
w-961,,0,,0,steel,0.184
w-962,,0,,0,steel,0.124
w-963,,0,,0,steel,0.184
w-964,,-0.762,lv-17,-0.152,steel,0.267
w-965,,-0.762,lv-17,-0.152,steel,0.47
w-966,,-0.762,lv-17,-0.152,steel,0.267
w-967,,-0.762,lv-17,-0.152,steel,0.267
w-968,,-0.737,lv-17,-0.152,steel,0.267
w-969,,0,,0,steel,0.124
w-970,,0,,0,steel,0.124
w-1147,,-2.438,lv-17,0,composite,0.305
