id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-2690,,,14.072,14.072,round,0.051,0.051,Sanitary,,
pi-2691,,,13.259,13.259,round,0.051,0.051,Sanitary,,
pi-2692,,,13.106,13.106,round,0.051,0.051,Sanitary,,
pi-2693,,,13.994,13.184,round,0.051,0.051,Sanitary,,
pi-2694,,,13.106,13.106,round,0.051,0.051,Sanitary,,
pi-2695,,,13.184,13.994,round,0.051,0.051,Sanitary,,
pi-2696,,,14.072,14.072,round,0.051,0.051,Sanitary,,
pi-2697,,,13.106,13.106,round,0.051,0.051,Sanitary,,
pi-2698,,,14.173,16.612,round,0.102,0.102,Sanitary,,
pi-2699,,,13.929,13.36,round,0.102,0.102,Sanitary,,
pi-2700,,,13.106,13.106,round,0.051,0.051,Sanitary,,
pi-2701,,,13.259,13.259,round,0.051,0.051,Sanitary,,
pi-2702,,,13.23,13.135,round,0.051,0.051,Sanitary,,
pi-2703,,,9.052,8.959,round,0.102,0.102,Sanitary,,
pi-2704,,,13.023,13.116,round,0.102,0.102,Sanitary,,
pi-2705,,,4.988,4.831,round,0.102,0.102,Sanitary,,
pi-2706,,,2.524,2.057,round,0.102,0.102,Sanitary,,
pi-2707,,,4.49,2.769,round,0.102,0.102,Sanitary,,
pi-2708,,,1.465,1.511,round,0.102,0.102,Sanitary,,
pi-2709,,,13.784,13.665,round,0.102,0.102,Sanitary,,
pi-2710,,,13.564,13.564,round,0.102,0.102,Sanitary,,
pi-2711,,,13.706,13.784,round,0.102,0.102,Sanitary,,
pi-2712,,,13.287,13.421,round,0.102,0.102,Sanitary,,
pi-2713,,,14.072,14.072,round,0.051,0.051,Sanitary,,
pi-2714,,,13.462,13.462,round,0.051,0.051,Sanitary,,
pi-2715,,,13.994,13.54,round,0.051,0.051,Sanitary,,
pi-2716,,,13.462,13.462,round,0.051,0.051,Sanitary,,
pi-2717,,,13.994,13.54,round,0.051,0.051,Sanitary,,
pi-2718,,,13.462,13.462,round,0.051,0.051,Sanitary,,
pi-2719,,,13.994,13.54,round,0.051,0.051,Sanitary,,
pi-2720,,,13.462,13.462,round,0.051,0.051,Sanitary,,
pi-2721,,,13.462,13.462,round,0.051,0.051,Sanitary,,
pi-2722,,,13.246,13.319,round,0.102,0.102,Sanitary,,
pi-2723,,,13.564,16.665,round,0.102,0.102,Sanitary,,
pi-2724,,,17.483,22.403,round,0.051,0.051,Sanitary,,
pi-2725,,,16.764,17.064,round,0.051,0.051,Sanitary,,
pi-2726,,,17.161,17.385,round,0.051,0.051,Sanitary,,
pi-2727,,,13.784,13.657,round,0.102,0.102,Sanitary,,
pi-2728,,,14.072,14.072,round,0.051,0.051,Sanitary,,
pi-2729,,,14.072,14.072,round,0.051,0.051,Sanitary,,
pi-2730,,,17.348,17.348,round,0.025,0.025,Domestic Cold Water,,
pi-2731,,,17.209,17.208,round,0.025,0.025,Domestic Cold Water,,
pi-2732,,,17.215,17.329,round,0.025,0.025,Domestic Cold Water,,
pi-2733,,,17.336,17.335,round,0.025,0.025,Domestic Cold Water,,
pi-2734,,,17.335,17.336,round,0.025,0.025,Domestic Cold Water,,
pi-2735,,,17.329,17.215,round,0.025,0.025,Domestic Cold Water,,
pi-2736,,,17.208,17.208,round,0.025,0.025,Domestic Cold Water,,
pi-2737,,,17.215,17.329,round,0.025,0.025,Domestic Cold Water,,
pi-2738,,,17.335,17.335,round,0.025,0.025,Domestic Cold Water,,
pi-2739,,,17.356,18.471,round,0.025,0.025,Domestic Cold Water,,
pi-2740,,,17.348,17.348,round,0.025,0.025,Domestic Cold Water,,
pi-2741,,,17.348,17.348,round,0.025,0.025,Domestic Cold Water,,
pi-2742,,,17.348,17.348,round,0.025,0.025,Domestic Cold Water,,
pi-2743,,,15.062,14.594,round,0.013,0.013,Domestic Cold Water,,
pi-2744,,,14.58,14.58,round,0.013,0.013,Domestic Cold Water,,
pi-2745,,,14.58,14.58,round,0.025,0.025,Domestic Cold Water,,
pi-2746,,,15.024,17.213,round,0.025,0.025,Domestic Cold Water,,
pi-2747,,,14.326,14.326,round,0.013,0.013,Domestic Cold Water,,
pi-2748,,,14.326,14.326,round,0.013,0.013,Domestic Cold Water,,
pi-2749,,,14.072,14.072,round,0.013,0.013,Domestic Cold Water,,
pi-2750,,,14.072,14.072,round,0.013,0.013,Domestic Cold Water,,
pi-2751,,,14.086,14.305,round,0.013,0.013,Domestic Cold Water,,
pi-2752,,,14.326,14.326,round,0.013,0.013,Domestic Cold Water,,
pi-2753,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2754,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2755,,,14.224,14.224,round,0.013,0.013,Domestic Hot Water,,
pi-2756,,,14.376,14.376,round,0.013,0.013,Domestic Cold Water,,
pi-2757,,,14.376,14.376,round,0.013,0.013,Domestic Cold Water,,
pi-2758,,,14.376,14.376,round,0.013,0.013,Domestic Cold Water,,
pi-2759,,,14.376,14.376,round,0.013,0.013,Domestic Cold Water,,
pi-2760,,,14.356,14.34,round,0.013,0.013,Domestic Cold Water,,
pi-2761,,,14.376,14.376,round,0.013,0.013,Domestic Cold Water,,
pi-2762,,,14.376,14.376,round,0.013,0.013,Domestic Cold Water,,
pi-2763,,,14.362,14.289,round,0.013,0.013,Domestic Cold Water,,
pi-2764,,,14.326,14.326,round,0.013,0.013,Domestic Cold Water,,
pi-2765,,,14.295,14.311,round,0.013,0.013,Domestic Cold Water,,
pi-2766,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2767,,,14.326,14.326,round,0.013,0.013,Domestic Cold Water,,
pi-2768,,,14.295,14.311,round,0.013,0.013,Domestic Cold Water,,
pi-2769,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2770,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2771,,,14.238,14.311,round,0.013,0.013,Domestic Hot Water,,
pi-2772,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2773,,,14.245,14.311,round,0.013,0.013,Domestic Hot Water,,
pi-2774,,,14.224,14.224,round,0.013,0.013,Domestic Hot Water,,
pi-2775,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2776,,,14.245,14.311,round,0.013,0.013,Domestic Hot Water,,
pi-2777,,,14.224,14.224,round,0.013,0.013,Domestic Hot Water,,
pi-2778,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2779,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2780,,,14.224,14.224,round,0.013,0.013,Domestic Hot Water,,
pi-2781,,,14.21,13.603,round,0.013,0.013,Domestic Hot Water,,
pi-2782,,,13.589,13.589,round,0.013,0.013,Domestic Hot Water,,
pi-2783,,,13.603,14.388,round,0.013,0.013,Domestic Hot Water,,
pi-2784,,,14.051,13.654,round,0.013,0.013,Domestic Cold Water,,
pi-2785,,,13.64,13.64,round,0.013,0.013,Domestic Cold Water,,
pi-2786,,,13.654,14.438,round,0.013,0.013,Domestic Cold Water,,
pi-2787,,,14.402,14.402,round,0.013,0.013,Domestic Hot Water,,
pi-2788,,,14.453,14.453,round,0.013,0.013,Domestic Cold Water,,
pi-2789,,,14.597,14.467,round,0.013,0.013,Domestic Cold Water,,
pi-2790,,,14.66,14.694,round,0.013,0.013,Domestic Cold Water,,
pi-2791,,,14.65,14.608,round,0.013,0.013,Domestic Cold Water,,
pi-2792,,,14.402,14.402,round,0.013,0.013,Domestic Hot Water,,
pi-2793,,,14.416,14.694,round,0.013,0.013,Domestic Hot Water,,
pi-2794,,,14.072,14.072,round,0.013,0.013,Domestic Cold Water,,
pi-2795,,,14.072,14.072,round,0.013,0.013,Domestic Cold Water,,
pi-2796,,,14.261,14.092,round,0.013,0.013,Domestic Cold Water,,
pi-2797,,,14.783,14.783,round,0.013,0.013,Domestic Hot Water,,
pi-2798,,,14.34,14.769,round,0.013,0.013,Domestic Hot Water,,
pi-2799,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2800,,,14.783,14.783,round,0.013,0.013,Domestic Cold Water,,
pi-2801,,,14.397,14.769,round,0.013,0.013,Domestic Cold Water,,
pi-2802,,,14.376,14.376,round,0.013,0.013,Domestic Cold Water,,
pi-2803,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2804,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2805,,,14.949,15.062,round,0.013,0.013,Domestic Cold Water,,
pi-2806,,,14.949,15.062,round,0.013,0.013,Domestic Hot Water,,
pi-2807,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2808,,,14.275,14.275,round,0.013,0.013,Domestic Hot Water,,
pi-2809,,,14.311,14.289,round,0.013,0.013,Domestic Hot Water,,
pi-2810,,,14.275,14.275,round,0.013,0.013,Domestic Hot Water,,
pi-2811,,,14.289,14.921,round,0.013,0.013,Domestic Hot Water,,
pi-2812,,,14.935,14.935,round,0.013,0.013,Domestic Hot Water,,
pi-2813,,,14.249,14.249,round,0.025,0.025,Domestic Cold Water,,
pi-2814,,,14.935,14.935,round,0.025,0.025,Domestic Cold Water,,
pi-2815,,,14.463,14.27,round,0.025,0.025,Domestic Cold Water,,
pi-2816,,,14.845,14.391,round,0.013,0.013,Domestic Cold Water,,
pi-2817,,,14.832,14.719,round,0.025,0.025,Domestic Cold Water,,
pi-2818,,,14.541,14.504,round,0.025,0.025,Domestic Cold Water,,
pi-2819,,,14.484,14.484,round,0.025,0.025,Domestic Cold Water,,
pi-2820,,,14.915,14.886,round,0.025,0.025,Domestic Cold Water,,
pi-2821,,,14.859,14.859,round,0.013,0.013,Domestic Cold Water,,
pi-2822,,,14.859,14.859,round,0.025,0.025,Domestic Cold Water,,
pi-2823,,,5.801,5.232,round,0.102,0.102,Sanitary,,
pi-2824,,,8.618,6.045,round,0.102,0.102,Sanitary,,
pi-2825,,,14.4,14.296,round,0.025,0.025,Domestic Cold Water,,
pi-2826,,,15.062,14.949,round,0.013,0.013,Domestic Cold Water,,
pi-2827,,,15.062,14.949,round,0.013,0.013,Domestic Hot Water,,
pi-2828,,,14.736,14.719,round,0.025,0.025,Domestic Cold Water,,
pi-2829,,,14.921,14.441,round,0.013,0.013,Domestic Cold Water,,
pi-2830,,,14.935,14.935,round,0.013,0.013,Domestic Cold Water,,
pi-2831,,,14.427,14.427,round,0.013,0.013,Domestic Cold Water,,
pi-2832,,,14.484,14.454,round,0.025,0.025,Domestic Cold Water,,
pi-2833,,,14.777,17.328,round,0.025,0.025,Domestic Cold Water,,
pi-2834,,,14.541,14.525,round,0.025,0.025,Domestic Cold Water,,
pi-2835,,,14.757,14.757,round,0.025,0.025,Domestic Cold Water,,
pi-2836,,,14.504,14.504,round,0.025,0.025,Domestic Cold Water,,
pi-2837,,,14.326,14.326,round,0.013,0.013,Domestic Cold Water,,
pi-2838,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2839,,,14.311,14.295,round,0.013,0.013,Domestic Cold Water,,
pi-2840,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2841,,,14.376,14.376,round,0.013,0.013,Domestic Hot Water,,
pi-2842,,,14.34,14.356,round,0.013,0.013,Domestic Hot Water,,
pi-2843,,,14.921,14.397,round,0.013,0.013,Domestic Hot Water,,
pi-2844,,,14.935,14.935,round,0.013,0.013,Domestic Hot Water,,
pi-2845,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2846,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2847,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2848,,,14.376,14.376,round,0.013,0.013,Domestic Hot Water,,
pi-2849,,,14.376,14.376,round,0.013,0.013,Domestic Hot Water,,
pi-2850,,,14.694,14.391,round,0.013,0.013,Domestic Hot Water,,
pi-2851,,,14.376,14.376,round,0.013,0.013,Domestic Hot Water,,
pi-2852,,,14.694,14.289,round,0.013,0.013,Domestic Cold Water,,
pi-2853,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2854,,,14.376,14.376,round,0.013,0.013,Domestic Hot Water,,
pi-2855,,,14.362,13.654,round,0.013,0.013,Domestic Hot Water,,
pi-2856,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2857,,,14.261,13.629,round,0.013,0.013,Domestic Cold Water,,
pi-2858,,,13.64,13.64,round,0.013,0.013,Domestic Hot Water,,
pi-2859,,,13.614,13.614,round,0.013,0.013,Domestic Cold Water,,
pi-2860,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2861,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2862,,,13.654,14.311,round,0.013,0.013,Domestic Hot Water,,
pi-2863,,,14.326,14.326,round,0.013,0.013,Domestic Cold Water,,
pi-2864,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2865,,,14.311,14.289,round,0.013,0.013,Domestic Cold Water,,
pi-2866,,,13.629,14.261,round,0.013,0.013,Domestic Cold Water,,
pi-2867,,,13.679,14.769,round,0.013,0.013,Domestic Hot Water,,
pi-2868,,,14.783,14.783,round,0.013,0.013,Domestic Hot Water,,
pi-2869,,,14.783,14.783,round,0.013,0.013,Domestic Cold Water,,
pi-2870,,,14.457,13.679,round,0.013,0.013,Domestic Cold Water,,
pi-2871,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2872,,,14.376,14.376,round,0.013,0.013,Domestic Hot Water,,
pi-2873,,,14.376,14.376,round,0.013,0.013,Domestic Hot Water,,
pi-2874,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2875,,,13.679,14.261,round,0.013,0.013,Domestic Cold Water,,
pi-2876,,,13.679,14.362,round,0.013,0.013,Domestic Hot Water,,
pi-2877,,,13.665,13.665,round,0.013,0.013,Domestic Cold Water,,
pi-2878,,,13.665,13.665,round,0.013,0.013,Domestic Cold Water,,
pi-2879,,,13.665,13.665,round,0.013,0.013,Domestic Hot Water,,
pi-2880,,,13.665,13.665,round,0.013,0.013,Domestic Hot Water,,
pi-2881,,,14.072,14.072,round,0.013,0.013,Domestic Cold Water,,
pi-2882,,,14.086,14.464,round,0.013,0.013,Domestic Cold Water,,
pi-2883,,,14.478,14.478,round,0.013,0.013,Domestic Cold Water,,
pi-2884,,,14.478,14.478,round,0.013,0.013,Domestic Cold Water,,
pi-2885,,,14.769,14.499,round,0.013,0.013,Domestic Cold Water,,
pi-2886,,,13.784,13.706,round,0.102,0.102,Sanitary,,
pi-2887,,,13.564,13.564,round,0.102,0.102,Sanitary,,
pi-2888,,,13.665,13.784,round,0.102,0.102,Sanitary,,
pi-2889,,,13.144,13.144,round,0.102,0.102,Sanitary,,
pi-2890,,,13.002,12.923,round,0.102,0.102,Sanitary,,
pi-2891,,,17.065,13.246,round,0.102,0.102,Sanitary,,
pi-2892,,,13.287,13.421,round,0.102,0.102,Sanitary,,
pi-2893,,,13.564,13.564,round,0.051,0.051,Sanitary,,
pi-2894,,,13.564,13.564,round,0.102,0.102,Sanitary,,
pi-2895,,,17.069,17.069,round,0.102,0.102,Sanitary,,
pi-2896,,,9.296,9.865,round,0.102,0.102,Sanitary,,
pi-2897,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2898,,,13.066,13.034,round,0.051,0.051,Sanitary,,
pi-2899,,,10.109,12.682,round,0.102,0.102,Sanitary,,
pi-2900,,,14.27,17.328,round,0.025,0.025,Domestic Cold Water,,
pi-2901,,,14.541,14.194,round,0.025,0.025,Domestic Cold Water,,
pi-2902,,,14.719,14.737,round,0.025,0.025,Domestic Cold Water,,
pi-2903,,,14.757,14.757,round,0.025,0.025,Domestic Cold Water,,
pi-2904,,,14.173,14.173,round,0.025,0.025,Domestic Cold Water,,
pi-2905,,,14.778,17.328,round,0.025,0.025,Domestic Cold Water,,
pi-2906,,,15.062,14.949,round,0.013,0.013,Domestic Cold Water,,
pi-2907,,,15.062,14.949,round,0.013,0.013,Domestic Hot Water,,
pi-2908,,,14.935,14.935,round,0.013,0.013,Domestic Cold Water,,
pi-2909,,,14.173,14.173,round,0.025,0.025,Domestic Cold Water,,
pi-2910,,,14.248,14.194,round,0.025,0.025,Domestic Cold Water,,
pi-2911,,,14.935,14.935,round,0.013,0.013,Domestic Hot Water,,
pi-2912,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2913,,,14.356,14.34,round,0.013,0.013,Domestic Hot Water,,
pi-2914,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2915,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2916,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2917,,,14.694,14.34,round,0.013,0.013,Domestic Hot Water,,
pi-2918,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2919,,,14.694,14.289,round,0.013,0.013,Domestic Cold Water,,
pi-2920,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2921,,,14.376,14.376,round,0.013,0.013,Domestic Cold Water,,
pi-2922,,,14.349,14.302,round,0.025,0.025,Domestic Cold Water,,
pi-2923,,,14.914,14.403,round,0.025,0.025,Domestic Cold Water,,
pi-2924,,,14.326,14.326,round,0.013,0.013,Domestic Cold Water,,
pi-2925,,,14.34,14.362,round,0.013,0.013,Domestic Cold Water,,
pi-2926,,,14.376,14.376,round,0.013,0.013,Domestic Hot Water,,
pi-2927,,,14.921,14.397,round,0.013,0.013,Domestic Hot Water,,
pi-2928,,,14.376,14.376,round,0.013,0.013,Domestic Hot Water,,
pi-2929,,,14.376,14.376,round,0.013,0.013,Domestic Hot Water,,
pi-2930,,,14.362,14.289,round,0.013,0.013,Domestic Hot Water,,
pi-2931,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2932,,,14.289,14.311,round,0.013,0.013,Domestic Hot Water,,
pi-2933,,,14.275,14.275,round,0.013,0.013,Domestic Hot Water,,
pi-2934,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2935,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2936,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2937,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2938,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2939,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2940,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2941,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2942,,,14.783,14.783,round,0.013,0.013,Domestic Cold Water,,
pi-2943,,,14.769,14.289,round,0.013,0.013,Domestic Cold Water,,
pi-2944,,,14.783,14.783,round,0.013,0.013,Domestic Hot Water,,
pi-2945,,,14.769,14.34,round,0.013,0.013,Domestic Hot Water,,
pi-2946,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2947,,,14.072,14.072,round,0.013,0.013,Domestic Cold Water,,
pi-2948,,,14.254,14.086,round,0.013,0.013,Domestic Cold Water,,
pi-2949,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2950,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2951,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2952,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2953,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2954,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2955,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2956,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2957,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2958,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2959,,,14.326,14.326,round,0.013,0.013,Domestic Hot Water,,
pi-2960,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2961,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2962,,,14.326,14.326,round,0.013,0.013,Domestic Cold Water,,
pi-2963,,,14.289,14.311,round,0.013,0.013,Domestic Cold Water,,
pi-2964,,,14.275,14.275,round,0.013,0.013,Domestic Cold Water,,
pi-2965,,,17.22,14.746,round,0.013,0.013,Domestic Cold Water,,
pi-2966,,,14.732,14.732,round,0.013,0.013,Domestic Cold Water,,
pi-2967,,,14.759,14.846,round,0.025,0.025,Domestic Cold Water,,
pi-2968,,,14.6,14.705,round,0.025,0.025,Domestic Cold Water,,
pi-2969,,,17.335,17.335,round,0.025,0.025,Domestic Cold Water,,
pi-2970,,,17.506,17.459,round,0.152,0.152,Sanitary,,
pi-2971,,,17.254,17.213,round,0.152,0.152,Sanitary,,
pi-2972,,,17.506,17.371,round,0.152,0.152,Sanitary,,
pi-2973,,,17.506,17.414,round,0.152,0.152,Sanitary,,
pi-2974,,,17.506,17.288,round,0.152,0.152,Sanitary,,
pi-2975,,,17.082,17.071,round,0.152,0.152,Sanitary,,
pi-2976,,,17.506,17.365,round,0.152,0.152,Sanitary,,
pi-2977,,,17.16,17.103,round,0.152,0.152,Sanitary,,
pi-2978,,,17.342,17.303,round,0.025,0.025,Domestic Cold Water,,
pi-2979,,,17.297,17.297,round,0.025,0.025,Domestic Cold Water,,
pi-2980,,,17.342,17.303,round,0.025,0.025,Domestic Cold Water,,
pi-2981,,,17.342,17.303,round,0.025,0.025,Domestic Cold Water,,
pi-2982,,,17.297,17.297,round,0.025,0.025,Domestic Cold Water,,
pi-2983,,,17.342,17.303,round,0.025,0.025,Domestic Cold Water,,
pi-2984,,,17.348,17.348,round,0.025,0.025,Domestic Cold Water,,
pi-2985,,,14.072,14.072,round,0.051,0.051,Sanitary,,
pi-2986,,,14.105,14.14,round,0.051,0.051,Sanitary,,
pi-2987,,,13.994,13.337,round,0.051,0.051,Sanitary,,
