id,number,base_offset,system_type
mn-3615,,0.914,Domestic Hot Water
mn-3616,,-0.203,Domestic Hot Water
mn-3617,,0.914,Domestic Cold Water
mn-3618,,-0.203,Domestic Cold Water
mn-3619,,0.406,Domestic Cold Water
mn-3620,,0.508,Domestic Hot Water
mn-3621,,0.508,Domestic Hot Water
mn-3622,,0.406,Domestic Cold Water
mn-3623,,0.203,Domestic Cold Water
mn-3624,,0.61,Domestic Cold Water
mn-3625,,0.61,Domestic Cold Water
mn-3626,,0.61,Domestic Cold Water
mn-3627,,-0.724,Sanitary
mn-3628,,-0.724,Sanitary
mn-3629,,-0.305,Sanitary
mn-3630,,-0.305,Sanitary
mn-3631,,0.203,Sanitary
mn-3632,,-0.305,Sanitary
mn-3633,,-0.305,Sanitary
mn-3634,,-0.203,Domestic Cold Water
mn-3635,,-0.203,Domestic Cold Water
mn-3636,,-0.203,Domestic Hot Water
mn-3637,,-0.203,Domestic Hot Water
mn-3638,,3.2,Sanitary
mn-3639,,3.2,Sanitary
mn-3640,,-0.821,Sanitary
mn-3641,,-0.61,Sanitary
mn-3642,,0.457,Domestic Hot Water
mn-3643,,0.457,Domestic Cold Water
mn-3644,,0.457,Domestic Hot Water
mn-3645,,0.457,Domestic Cold Water
mn-3646,,0.914,Domestic Hot Water
mn-3647,,0.914,Domestic Cold Water
mn-3648,,0.457,Domestic Cold Water
mn-3649,78,0.457,Domestic Hot Water
mn-3650,,0.203,Domestic Cold Water
mn-3651,,0.786,Domestic Cold Water
mn-3652,,0.533,Domestic Hot Water
mn-3653,,-0.762,Sanitary
mn-3654,,-1.044,Sanitary
mn-3655,,-0.904,Sanitary
mn-3656,,1.067,Domestic Cold Water
mn-3657,,1.067,Domestic Cold Water
mn-3658,,1.067,Domestic Hot Water
mn-3659,,0.381,Domestic Cold Water
mn-3660,,3.48,Domestic Cold Water
mn-3661,,0.889,Domestic Cold Water
mn-3662,,0.305,Domestic Cold Water
mn-3663,,0.889,Domestic Cold Water
mn-3664,,3.48,Domestic Cold Water
mn-3665,,0.305,Domestic Cold Water
mn-3666,,0.305,Domestic Cold Water
mn-3667,,1.067,Domestic Cold Water
mn-3668,,1.045,Domestic Cold Water
mn-3669,,1.067,Domestic Cold Water
mn-3670,,1.067,Domestic Hot Water
mn-3671,,1.067,Domestic Hot Water
mn-3672,,0.457,Domestic Hot Water
mn-3673,,0.406,Domestic Cold Water
mn-3674,,0.406,Domestic Cold Water
mn-3675,,0.457,Domestic Hot Water
mn-3676,,0.406,Domestic Cold Water
mn-3677,,0.457,Domestic Hot Water
mn-3678,,0.457,Domestic Hot Water
mn-3679,,0.406,Domestic Cold Water
mn-3680,,0.406,Domestic Cold Water
mn-3681,,0.508,Domestic Cold Water
mn-3682,,0.508,Domestic Cold Water
mn-3683,,0.457,Domestic Cold Water
mn-3684,,0.508,Domestic Cold Water
mn-3685,,0.508,Domestic Hot Water
mn-3686,,0.508,Domestic Hot Water
mn-3687,,0.508,Domestic Hot Water
mn-3688,,0.508,Domestic Hot Water
mn-3689,,0.406,Domestic Hot Water
mn-3690,,0.457,Domestic Hot Water
mn-3691,,0.406,Domestic Hot Water
mn-3692,,0.457,Domestic Hot Water
mn-3693,,0.457,Domestic Hot Water
mn-3694,,0.406,Domestic Cold Water
mn-3695,,0.406,Domestic Cold Water
mn-3696,,0.914,Domestic Cold Water
mn-3697,,0.406,Domestic Cold Water
mn-3698,,0.914,Domestic Hot Water
mn-3699,,0.457,Domestic Hot Water
mn-3700,,0.406,Domestic Cold Water
mn-3701,76,0.203,Domestic Cold Water
mn-3702,,0.457,Domestic Hot Water
mn-3703,,0.406,Domestic Cold Water
mn-3704,,0.406,Domestic Cold Water
mn-3705,,0.406,Domestic Cold Water
mn-3706,,0.457,Domestic Hot Water
mn-3707,,0.457,Domestic Hot Water
mn-3708,,0.457,Domestic Hot Water
mn-3709,,0.406,Domestic Cold Water
mn-3710,,0.457,Domestic Hot Water
mn-3711,,0.457,Domestic Hot Water
mn-3712,,0.457,Domestic Hot Water
mn-3713,,0.406,Domestic Cold Water
mn-3714,,0.406,Domestic Cold Water
mn-3715,,0.457,Domestic Cold Water
mn-3716,,0.406,Domestic Cold Water
mn-3717,,0.406,Domestic Cold Water
mn-3718,,0.711,Domestic Cold Water
mn-3719,,0.864,Domestic Cold Water
mn-3720,,0.864,Domestic Cold Water
mn-3721,,0.864,Domestic Cold Water
mn-3722,,3.467,Domestic Cold Water
mn-3723,,3.467,Domestic Cold Water
mn-3724,,3.387,Sanitary
mn-3725,,3.342,Sanitary
mn-3726,,3.216,Sanitary
mn-3727,,3.293,Sanitary
mn-3728,,3.429,Domestic Cold Water
mn-3729,,3.429,Domestic Cold Water
mn-3730,,3.48,Domestic Cold Water
mn-3731,,3.429,Domestic Cold Water
mn-3732,,3.48,Domestic Cold Water
mn-3733,,3.429,Domestic Cold Water
mn-3734,,0.203,Sanitary
mn-3735,,0.305,Sanitary
mn-3736,,0.305,Sanitary
mn-3737,,0.305,Sanitary
mn-3738,,0.203,Sanitary
mn-3739,,-0.61,Sanitary
mn-3740,,-0.61,Sanitary
mn-3899,,-0.762,CableTrayConduit
mn-3900,,-0.66,CableTrayConduit
mn-3901,,-0.762,CableTrayConduit
mn-3902,,-0.864,CableTrayConduit
mn-3903,,-0.762,CableTrayConduit
mn-3904,,3.15,CableTrayConduit
mn-3905,,3.15,CableTrayConduit
mn-3906,,3.15,CableTrayConduit
mn-3907,,3.15,CableTrayConduit
mn-3908,,3.15,CableTrayConduit
mn-3909,,3.15,CableTrayConduit
mn-3910,,3.15,CableTrayConduit
mn-3911,,3.15,CableTrayConduit
mn-3912,,3.15,CableTrayConduit
mn-3913,,3.15,CableTrayConduit
mn-3914,,3.15,CableTrayConduit
mn-3915,,3.15,CableTrayConduit
mn-3916,,3.15,CableTrayConduit
mn-3917,,3.15,CableTrayConduit
mn-3918,,3.15,CableTrayConduit
mn-3919,,0.559,CableTrayConduit
mn-3920,,0.102,CableTrayConduit
