id,number,base_offset,system_type,terminal_type
tm-918,464,3.045,Supply Air,
tm-919,469,3.2,Supply Air,
tm-920,470,3.2,Supply Air,
tm-921,471,3.2,Supply Air,
tm-922,474,-0.965,Supply Air,
tm-923,475,-0.965,Supply Air,
tm-924,654,3.251,Return Air,
tm-925,655,3.251,Return Air,
tm-926,656,3.251,Return Air,
tm-927,657,3.251,Return Air,
tm-928,658,3.251,Return Air,
tm-929,659,3.607,Return Air,
tm-930,660,3.607,Return Air,
tm-931,661,0,Supply Air,
tm-932,662,0,Supply Air,
tm-933,663,3.251,Return Air,
tm-934,664,3.251,Return Air,
tm-935,665,3.251,Return Air,
tm-936,666,3.251,Return Air,
tm-937,667,3.251,Return Air,
tm-938,668,3.251,Return Air,
tm-939,669,3.251,Return Air,
tm-940,670,0,Supply Air,
tm-941,671,3.353,Return Air,
tm-942,672,3.353,Return Air,
tm-943,673,3.353,Return Air,
tm-944,674,3.353,Return Air,
tm-945,675,3.2,Return Air,
tm-946,676,3.202,Return Air,
tm-947,677,0,Supply Air,
tm-948,678,3.393,Return Air,
tm-949,679,3.393,Return Air,
tm-950,680,3.393,Return Air,
tm-951,681,0,Supply Air,
tm-952,682,0,Supply Air,
tm-953,683,3.505,Return Air,
tm-954,684,3.505,Return Air,
tm-955,685,3.505,Return Air,
tm-956,686,3.505,Return Air,
tm-983,6,0,Exhaust Air,
tm-984,7,0,Exhaust Air,
tm-985,8,0,Exhaust Air,
tm-986,9,0,Exhaust Air,
tm-987,50,0,Exhaust Air,
tm-1823,150,-0,,
tm-1824,151,-0,,
tm-1825,152,0.305,,
tm-1826,172,-0,,
tm-1827,173,-0,,
tm-1828,174,0.305,,
tm-1829,181,-0,,
tm-1830,182,-0,,
tm-1831,183,0.305,,
tm-1832,285,0,,
tm-1833,340,0,,
tm-1834,341,0,,
tm-1835,342,0,,
tm-1836,343,0,,
tm-1837,352,0,,
tm-1838,353,0,,
tm-1839,364,0,,
tm-1840,365,0,,
tm-1841,376,0,,
tm-1842,377,0,,
tm-1843,388,0,,
tm-1844,389,0,,
tm-1845,444,0.406,,
tm-1846,445,0.406,,
tm-1847,446,0.406,,
tm-1848,669,0,,
tm-1849,670,0,,
tm-1850,671,0,,
tm-1851,672,0,,
tm-1852,673,0,,
tm-1853,674,0,,
tm-1854,675,0,,
tm-1855,682,0,,
tm-1856,683,0,,
tm-1857,1,-0,,
tm-1858,2,-0,,
tm-1859,3,-0,,
tm-1860,4,0,,
tm-1861,5,-0,,
tm-1862,6,0,,
tm-1863,7,0,,
tm-1864,8,0,,
tm-1865,9,-0,,
tm-1866,10,0,,
tm-1867,11,0,,
tm-1868,12,0,,
tm-1869,15,-0,,
tm-1870,16,-0,,
tm-1871,17,0,,
tm-1872,18,0,,
tm-1873,19,0,,
tm-1874,20,0,,
tm-1875,21,0,,
tm-1876,22,0,,
tm-1877,24,-0,,
tm-1878,25,-0,,
tm-1879,26,0,,
tm-1880,27,-0,,
tm-1881,28,-0,,
tm-1882,29,-0,,
tm-1883,30,0,,
tm-1884,31,0,,
tm-1885,32,0,,
tm-1886,33,0,,
tm-1887,34,-0,,
tm-1888,35,-0,,
tm-1889,39,0,,
tm-1890,40,-0,,
tm-1891,41,0,,
tm-1892,43,0,,
tm-1893,214,0,,
tm-1894,215,-0,,
tm-1895,216,-0,,
tm-1896,217,-0,,
tm-1897,218,0,,
tm-1898,219,-0,,
tm-1899,220,0,,
tm-1900,308,0,,
tm-1901,309,0,,
tm-1902,310,0,,
tm-1903,311,0,,
tm-1904,312,0,,
tm-1905,423,0,,
tm-1906,424,0,,
tm-1907,425,-0,,
tm-1908,426,0,,
tm-1909,427,-0,,
tm-1910,428,0,,
tm-1911,429,0,,
tm-1912,430,0,,
tm-1913,431,0,,
tm-1914,432,0,,
tm-1915,433,0,,
tm-1916,434,-0,,
tm-1917,435,-0,,
tm-1918,436,0,,
tm-1919,437,-0,,
tm-1920,438,0,,
tm-1921,439,-0,,
tm-1922,440,0,,
tm-1923,441,-0,,
tm-1924,442,-0,,
tm-1925,473,0,,
tm-1926,505,0,,
tm-1927,506,0,,
tm-1928,507,0,,
tm-1929,508,0,,
