id,number,base_offset,system_type
mn-2149,,-2.586,Sanitary
mn-2150,,-2.332,Sanitary
mn-2151,,-1.331,Sanitary
mn-2152,,-1.104,Sanitary
mn-2153,85,-1.18,Sanitary
mn-2154,,-1.547,Sanitary
mn-2155,,-1.219,Sanitary
mn-2156,,0.203,Sanitary
mn-2157,,0.203,Sanitary
mn-2158,,-0.33,Sanitary
mn-2159,,-1.165,Sanitary
mn-2160,,-1.023,Sanitary
mn-2161,,-0.683,Sanitary
mn-2162,,-0.33,Sanitary
mn-2163,,-0.683,Sanitary
mn-2164,,-1.145,Sanitary
mn-2165,,-1.002,Sanitary
mn-2166,90,0.203,Sanitary
mn-2167,,-0.076,Sanitary
mn-2168,,-0.076,Sanitary
mn-2169,,0.203,Sanitary
mn-2170,,-0.076,Sanitary
mn-2171,,-0.076,Sanitary
mn-2172,,-0.311,Sanitary
mn-2173,,-0.311,Sanitary
mn-2174,,-0.936,Sanitary
mn-2175,,-1.184,Sanitary
mn-2176,,-1.083,Sanitary
mn-2177,,0.203,Sanitary
mn-2178,,-0.33,Sanitary
mn-2179,,-0.6,Sanitary
mn-2180,,-1.438,Sanitary
mn-2181,,-2.898,Sanitary
mn-2182,,-1.702,Sanitary
mn-2183,,-0,Sanitary
mn-2184,,-0,Sanitary
mn-2185,,3.251,Sanitary
mn-2186,,3.251,Sanitary
mn-2187,,3.251,Sanitary
mn-2188,,3.251,Sanitary
mn-2189,,2.896,Sanitary
mn-2190,,3.038,Sanitary
mn-2191,,3.251,Sanitary
mn-2192,,-1.117,Sanitary
mn-2193,,0.457,Sanitary
mn-2194,,-1.135,Sanitary
mn-2195,,-2.552,Sanitary
mn-2196,,-2.58,Sanitary
mn-2197,,0.203,Sanitary
mn-2198,,-2.947,Sanitary
mn-2199,,-2.628,Sanitary
mn-2200,,-0.914,Sanitary
mn-2201,,0.203,Domestic Cold Water
mn-2202,,0.203,Domestic Cold Water
mn-2203,,0.457,Domestic Hot Water
mn-2204,,0.457,Domestic Hot Water
mn-2205,,0.457,Domestic Hot Water
mn-2206,,1.067,Domestic Hot Water
mn-2207,,1.067,Domestic Hot Water
mn-2208,,0.203,Domestic Cold Water
mn-2209,,0.457,Domestic Cold Water
mn-2210,,0.457,Domestic Cold Water
mn-2211,,0.203,Domestic Cold Water
mn-2212,,0.203,Domestic Cold Water
mn-2213,,0.203,Domestic Cold Water
mn-2214,,0.623,Domestic Cold Water
mn-2215,,-0.343,Domestic Cold Water
mn-2216,,-0.343,Domestic Cold Water
mn-2217,,-0.321,Domestic Cold Water
mn-2218,,0.337,Domestic Cold Water
mn-2219,,0.457,Domestic Cold Water
mn-2220,,0.457,Domestic Cold Water
mn-2221,,0.203,Domestic Cold Water
mn-2222,,0.457,Domestic Cold Water
mn-2223,,0.203,Domestic Cold Water
mn-2224,,0.457,Domestic Hot Water
mn-2225,,0.508,Domestic Hot Water
mn-2226,,0.457,Domestic Hot Water
mn-2227,,0.508,Domestic Hot Water
mn-2228,,0.508,Domestic Hot Water
mn-2229,,0.508,Domestic Hot Water
mn-2230,,0.508,Domestic Hot Water
mn-2231,,0.508,Domestic Hot Water
mn-2232,,0.508,Domestic Hot Water
mn-2233,,0.508,Domestic Hot Water
mn-2234,,2.743,Domestic Hot Water
mn-2235,,2.743,Domestic Hot Water
mn-2236,,0.914,Domestic Hot Water
mn-2237,32,0.914,Domestic Hot Water
mn-2238,,0.457,Domestic Cold Water
mn-2239,,0.457,Domestic Cold Water
mn-2240,,0.457,Domestic Cold Water
mn-2241,,0.457,Domestic Cold Water
mn-2242,,0.457,Domestic Cold Water
mn-2243,,0.457,Domestic Cold Water
mn-2244,,0.457,Domestic Cold Water
mn-2245,,1.067,Domestic Cold Water
mn-2246,,1.067,Domestic Cold Water
mn-2247,,1.087,Domestic Cold Water
mn-2248,,0.61,Domestic Cold Water
mn-2249,,0.914,Domestic Cold Water
mn-2250,,0.914,Domestic Cold Water
mn-2251,,0.914,Domestic Cold Water
mn-2252,,0.508,Domestic Hot Water
mn-2253,,0.457,Domestic Hot Water
mn-2254,,0.508,Domestic Hot Water
mn-2255,,0.457,Domestic Hot Water
mn-2256,,0.406,Domestic Cold Water
mn-2257,,0.457,Domestic Cold Water
mn-2258,,0.406,Domestic Cold Water
mn-2259,,0.406,Domestic Cold Water
mn-2260,,0.457,Domestic Cold Water
mn-2261,,0.406,Domestic Cold Water
mn-2262,,0.406,Domestic Cold Water
mn-2263,,0.61,Domestic Cold Water
mn-2264,,0.61,Domestic Cold Water
mn-2265,,1.067,Domestic Cold Water
mn-2266,,0.914,Domestic Cold Water
mn-2267,,0.914,Domestic Cold Water
mn-2268,,0.914,Domestic Cold Water
mn-2269,,0.406,Domestic Cold Water
mn-2270,,0.914,Domestic Cold Water
mn-2271,,0.914,Domestic Hot Water
mn-2272,,0.914,Domestic Hot Water
mn-2273,,0.508,Domestic Hot Water
mn-2274,,0.508,Domestic Hot Water
mn-2275,,0.216,Domestic Hot Water
mn-2276,,0.165,Domestic Hot Water
mn-2277,,0.61,Domestic Cold Water
mn-2278,,2.692,Domestic Cold Water
mn-2279,,0.457,Domestic Cold Water
mn-2280,,0.457,Domestic Cold Water
mn-2281,,2.692,Domestic Cold Water
