id,number,base_offset,start_z,end_z,shape,size_x,size_y,material
bm-88,,0,5.588,5.588,,0.191,0.46,steel
bm-89,,0,5.588,5.588,,0.191,0.46,steel
bm-90,,0,5.588,5.588,,0.191,0.46,steel
bm-91,,0,5.588,5.588,,0.191,0.46,steel
bm-92,,0,5.588,5.588,,0.191,0.46,steel
bm-93,,0,5.588,5.588,,0.191,0.46,steel
bm-94,,0,5.588,5.588,,0.191,0.46,steel
bm-95,,0,5.588,5.588,,0.191,0.46,steel
bm-96,,0,5.588,5.588,,0.191,0.46,steel
bm-97,,0,5.588,5.588,,0.191,0.46,steel
bm-98,,0,5.588,5.588,,0.191,0.46,steel
bm-99,,0,5.588,5.588,,0.191,0.46,steel
bm-100,,0,5.588,5.588,,0.191,0.46,steel
bm-101,,0,5.588,5.588,,0.191,0.46,steel
bm-102,,0,5.588,5.588,,0.191,0.46,steel
bm-103,,0,5.588,5.588,,0.191,0.46,steel
bm-104,,0,5.588,5.588,,,0.406,steel
bm-105,,0,5.588,5.588,,,0.406,steel
bm-106,,0,5.588,5.588,,,0.406,steel
bm-107,,0,5.588,5.588,,,0.406,steel
bm-108,,0,5.588,5.588,,,0.406,steel
bm-109,,0,5.588,5.588,,,0.406,steel
bm-110,,0,5.588,5.588,,,0.406,steel
bm-111,,0,5.588,5.588,,,0.406,steel
bm-112,,0,5.588,5.588,,,0.406,steel
bm-113,,0,5.588,5.588,,,0.406,steel
bm-114,,0,5.588,5.588,,,0.406,steel
bm-115,,0,5.588,5.588,,,0.406,steel
bm-116,,0,5.588,5.588,,,0.406,steel
bm-117,,0,5.588,5.588,,,0.406,steel
bm-118,,0,5.588,5.588,,,0.406,steel
bm-119,,0,5.588,5.588,,,0.406,steel
bm-120,,0,5.588,5.588,,,0.406,steel
bm-121,,0,5.588,5.588,,,0.406,steel
bm-122,,0,5.588,5.588,,,0.406,steel
bm-123,,0,5.588,5.588,,,0.406,steel
bm-124,,0,5.588,5.588,,,0.406,steel
bm-125,,0,5.588,5.588,,,0.406,steel
bm-126,,0,5.588,5.588,,,0.406,steel
bm-127,,0,5.588,5.588,,,0.406,steel
bm-128,,0,5.588,5.588,,,0.406,steel
bm-129,,0,5.588,5.588,,,0.406,steel
bm-130,,0,5.588,5.588,,,0.406,steel
bm-131,,0,5.588,5.588,,,0.406,steel
bm-132,,0,5.588,5.588,,,0.406,steel
bm-133,,0,5.588,5.588,,,0.406,steel
bm-134,,0,5.588,5.588,,,0.406,steel
bm-135,,0,5.588,5.588,,,0.406,steel
bm-136,,0,1.524,1.524,,0.191,0.46,steel
bm-137,,0,5.588,5.588,,0.191,0.46,steel
bm-138,,0,5.588,5.588,,0.191,0.46,steel
bm-139,,0,5.588,5.588,,0.191,0.46,steel
bm-140,,0,5.588,5.588,,,0.406,steel
bm-141,,0,5.588,5.588,,,0.406,steel
bm-142,,0,5.588,5.588,,,0.406,steel
bm-143,,0,5.588,5.588,,,0.406,steel
bm-144,,0,5.588,5.588,,,0.406,steel
bm-145,,0,5.588,5.588,,,0.406,steel
bm-146,,0,5.588,5.588,,,0.406,steel
bm-147,,0,5.588,5.588,,,0.406,steel
bm-148,,0,5.588,5.588,,,0.406,steel
bm-149,,0,5.588,5.588,,,0.406,steel
bm-150,,0,5.588,5.588,,,0.406,steel
bm-151,,0,5.588,5.588,,,0.406,steel
bm-152,,0,5.588,5.588,,,0.406,steel
bm-153,,0,5.588,5.588,,0.191,0.46,steel
bm-154,,0,5.588,5.588,,0.307,0.942,steel
bm-155,,0,2.311,2.311,,0.076,0.089,steel
bm-156,,0,2.311,2.311,,0.1,0.2,steel
bm-157,,0,5.588,5.588,,0.282,0.467,steel
bm-158,,0,5.588,5.588,,0.282,0.467,steel
bm-159,,0,5.588,5.588,,0.282,0.467,steel
bm-160,,0,5.588,5.588,,0.282,0.467,steel
bm-161,,0,5.588,5.588,,0.191,0.46,steel
bm-162,,0,5.588,5.588,,0.1,0.2,steel
bm-163,,0,5.588,5.588,,0.282,0.467,steel
bm-164,,0,5.588,5.588,,0.1,0.2,steel
bm-165,,0,5.588,5.588,,0.1,0.2,steel
bm-166,,0,5.588,5.588,,0.1,0.2,steel
bm-167,,0,5.588,5.588,,0.1,0.2,steel
bm-168,,0,5.588,5.588,,0.1,0.2,steel
bm-169,,0,5.588,5.588,,0.1,0.2,steel
bm-170,,0,5.588,5.588,,0.282,0.467,steel
bm-171,,0,5.588,5.588,,0.282,0.467,steel
bm-172,,0,5.588,5.588,,0.282,0.467,steel
bm-173,,0,5.588,5.588,,0.1,0.2,steel
bm-174,,0,5.588,5.588,,0.1,0.2,steel
bm-175,,0,5.588,5.588,,0.1,0.2,steel
bm-176,,0,5.588,5.588,,0.1,0.2,steel
bm-177,,0,5.588,5.588,,0.1,0.2,steel
bm-178,,0,5.588,5.588,,0.1,0.2,steel
bm-179,,0,5.588,5.588,,0.282,0.467,steel
bm-180,,0,5.588,5.588,,0.282,0.467,steel
bm-181,,0,5.588,5.588,,0.282,0.467,steel
bm-182,,0,5.588,5.588,,0.1,0.2,steel
bm-183,,0,5.588,5.588,,0.1,0.2,steel
bm-184,,0,5.588,5.588,,0.1,0.2,steel
bm-185,,0,1.524,1.524,,0.191,0.46,steel
bm-186,,0,1.524,1.524,,,0.457,steel
bm-187,,0,1.524,1.524,,,0.457,steel
bm-188,,0,1.524,1.524,,,0.457,steel
bm-189,,0,1.524,1.524,,,0.457,steel
bm-190,,0,1.524,1.524,,,0.457,steel
bm-191,,0,1.524,1.524,,,0.457,steel
bm-192,,0,1.524,1.524,,,0.457,steel
bm-193,,0,1.524,1.524,,,0.457,steel
bm-194,,0,5.588,5.588,,0.191,0.46,steel
bm-195,,0,5.588,5.588,,0.191,0.46,steel
bm-196,,0,5.588,5.588,,0.282,0.467,steel
bm-197,,0,5.588,5.588,,0.191,0.46,steel
bm-198,,0,5.588,5.588,,0.191,0.46,steel
bm-199,,0,5.588,5.588,,0.191,0.46,steel
bm-200,,0,5.588,5.588,,0.191,0.46,steel
bm-201,,0,5.588,5.588,,0.191,0.46,steel
bm-202,,0,1.524,1.524,,0.191,0.46,steel
bm-203,,0,1.524,1.524,,0.191,0.46,steel
bm-204,,0,1.524,1.524,,0.191,0.46,steel
bm-205,,0,5.588,5.588,,0.1,0.2,steel
bm-206,,0,5.588,5.588,,0.1,0.2,steel
bm-207,,0,5.588,5.588,,0.1,0.2,steel
bm-208,,0,5.588,5.588,,0.1,0.2,steel
bm-209,,0,5.588,5.588,,0.1,0.2,steel
bm-210,,0,5.588,5.588,,0.1,0.2,steel
bm-211,,0,5.588,5.588,,0.1,0.2,steel
bm-212,,0,5.588,5.588,,0.191,0.46,steel
bm-213,,0,5.588,5.588,,0.1,0.2,steel
bm-214,,0,5.588,5.588,,0.1,0.2,steel
bm-215,,0,5.588,5.588,,0.1,0.2,steel
bm-216,,0,5.588,5.588,,0.1,0.2,steel
bm-217,,0,5.588,5.588,,0.1,0.2,steel
bm-218,,0,5.588,5.588,,0.1,0.2,steel
bm-219,,0,5.588,5.588,,0.057,0.203,steel
bm-220,,0,,,,0.057,0.203,steel
bm-221,,0,5.588,5.588,,0.057,0.203,steel
bm-222,,0,17.78,17.78,,0.191,0.46,steel
bm-223,,0,17.78,17.78,,0.191,0.46,steel
bm-224,,0,17.78,17.78,,0.191,0.46,steel
bm-225,,0,17.78,17.78,,0.191,0.46,steel
bm-226,,0,17.78,17.78,,0.191,0.46,steel
bm-227,,0,17.78,17.78,,0.191,0.46,steel
bm-228,,0,17.78,17.78,,0.191,0.46,steel
bm-229,,0,17.78,17.78,,0.191,0.46,steel
bm-230,,0,17.78,17.78,,0.191,0.46,steel
bm-231,,0,17.78,17.78,,0.191,0.46,steel
bm-232,,0,17.78,17.78,,0.191,0.46,steel
bm-233,,0,17.78,17.78,,0.191,0.46,steel
bm-234,,0,17.78,17.78,,0.191,0.46,steel
bm-235,,0,17.78,17.78,,0.282,0.467,steel
bm-236,,0,17.78,17.78,,0.282,0.467,steel
bm-237,,0,17.78,17.78,,0.282,0.467,steel
bm-238,,0,17.78,17.78,,0.191,0.46,steel
bm-239,,0,17.78,17.78,,0.384,0.795,steel
bm-240,,0,17.78,17.78,,0.165,0.31,steel
bm-241,,0,17.78,17.78,,0.165,0.31,steel
bm-242,,0,17.78,17.78,,0.191,0.46,steel
bm-243,,0,17.78,17.78,,0.165,0.31,steel
bm-244,,0,17.78,17.78,,0.1,0.2,steel
bm-245,,0,17.78,17.78,,0.1,0.2,steel
bm-246,,0,17.78,17.78,,0.1,0.2,steel
bm-247,,0,17.78,17.78,,0.191,0.46,steel
bm-248,,0,17.78,17.78,,0.165,0.31,steel
bm-249,,0,17.78,17.78,,0.165,0.31,steel
bm-250,,0,17.78,17.78,,0.165,0.31,steel
bm-251,,0,17.78,17.78,,0.165,0.31,steel
bm-252,,0,17.78,17.78,,0.165,0.31,steel
bm-253,,0,17.78,17.78,,0.165,0.31,steel
bm-254,,0,17.78,17.78,,0.165,0.31,steel
bm-255,,0,17.78,17.78,,0.165,0.31,steel
bm-256,,0,17.78,17.78,,0.165,0.31,steel
bm-257,,0,17.78,17.78,,0.1,0.2,steel
bm-258,,0,17.78,17.78,,0.1,0.2,steel
bm-259,,0,17.78,17.78,,0.1,0.2,steel
bm-260,,0,17.78,17.78,,0.191,0.46,steel
bm-261,,0,17.78,17.78,,0.191,0.46,steel
bm-262,,0,17.78,17.78,,0.165,0.31,steel
bm-263,,0,17.78,17.78,,0.165,0.31,steel
bm-264,,0,17.78,17.78,,0.165,0.31,steel
bm-265,,0,17.78,17.78,,0.1,0.2,steel
bm-266,,0,17.78,17.78,,0.1,0.2,steel
bm-267,,0,17.78,17.78,,0.1,0.2,steel
bm-268,,0,17.78,17.78,,0.165,0.31,steel
bm-269,,0,17.78,17.78,,0.165,0.31,steel
bm-270,,0,17.78,17.78,,0.165,0.31,steel
bm-271,,0,17.78,17.78,,0.165,0.31,steel
bm-272,,0,17.78,17.78,,0.1,0.2,steel
bm-273,,0,17.78,17.78,,0.1,0.2,steel
bm-274,,0,17.78,17.78,,0.191,0.46,steel
bm-275,,0,17.78,17.78,,0.191,0.46,steel
bm-276,,0,17.78,17.78,,0.191,0.46,steel
bm-277,,0,17.78,17.78,,0.191,0.46,steel
bm-278,,0,17.78,17.78,,0.165,0.31,steel
bm-279,,0,17.78,17.78,,0.165,0.31,steel
bm-280,,0,17.78,17.78,,0.191,0.46,steel
bm-281,,0,17.78,17.78,,0.1,0.2,steel
bm-282,,0,17.78,17.78,,0.1,0.2,steel
bm-283,,0,17.78,17.78,,0.1,0.2,steel
bm-284,,0,17.78,17.78,,0.165,0.31,steel
bm-285,,0,17.78,17.78,,0.191,0.46,steel
bm-286,,0,17.78,17.78,,0.191,0.46,steel
bm-287,,0,17.78,17.78,,0.191,0.46,steel
bm-288,,0,17.78,17.78,,0.191,0.46,steel
bm-289,,0,17.78,17.78,,,0.508,steel
bm-290,,0,17.78,17.78,,,0.508,steel
bm-291,,0,17.78,17.78,,,0.508,steel
bm-292,,0,17.78,17.78,,,0.508,steel
bm-293,,0,17.78,17.78,,,0.508,steel
bm-294,,0,17.78,17.78,,,0.508,steel
bm-295,,0,17.78,17.78,,,0.508,steel
bm-296,,0,17.78,17.78,,,0.508,steel
bm-297,,0,17.78,17.78,,,0.508,steel
bm-298,,0,17.78,17.78,,,0.508,steel
bm-299,,0,17.78,17.78,,0.191,0.46,steel
bm-300,,0,17.78,17.78,,0.191,0.46,steel
bm-301,,0,17.78,17.78,,0.191,0.46,steel
bm-302,,0,17.78,17.78,,,0.508,steel
bm-303,,0,17.78,17.78,,,0.508,steel
bm-304,,0,17.78,17.78,,,0.508,steel
bm-305,,0,17.78,17.78,,,0.508,steel
bm-306,,0,17.78,17.78,,,0.508,steel
bm-307,,0,17.78,17.78,,,0.508,steel
bm-308,,0,17.78,17.78,,,0.508,steel
bm-309,,0,5.588,5.588,,,0.406,steel
bm-310,,0,5.588,5.588,,,0.406,steel
bm-311,,0,5.588,5.588,,,0.406,steel
bm-312,,0,5.588,5.588,,,0.406,steel
bm-313,,0,5.588,5.588,,,0.406,steel
bm-314,,0,5.588,5.588,,,0.406,steel
bm-315,,0,5.588,5.588,,,0.406,steel
bm-316,,0,5.588,5.588,,,0.406,steel
bm-317,,0,5.588,5.588,,,0.406,steel
bm-318,,0,5.588,5.588,,,0.406,steel
bm-319,,0,5.588,5.588,,,0.406,steel
bm-320,,0,5.588,5.588,,,0.406,steel
bm-321,,0,5.588,5.588,,,0.406,steel
bm-322,,0,5.588,5.588,,,0.406,steel
bm-323,,0,5.588,5.588,,,0.406,steel
bm-324,,0,17.78,17.78,,0.191,0.46,steel
bm-325,,0,17.78,17.78,,0.191,0.46,steel
bm-326,,0,17.78,17.78,,,0.406,steel
bm-327,,0,17.78,17.78,,,0.406,steel
bm-328,,0,17.78,17.78,,,0.406,steel
bm-329,,0,17.78,17.78,,,0.406,steel
bm-330,,0,17.78,17.78,,,0.406,steel
bm-331,,0,17.78,17.78,,,0.406,steel
bm-332,,0,17.78,17.78,,,0.406,steel
bm-333,,0,17.78,17.78,,,0.406,steel
bm-334,,0,17.78,17.78,,,0.406,steel
bm-335,,0,17.78,17.78,,,0.406,steel
bm-336,,0,17.78,17.78,,,0.406,steel
bm-337,,0,17.78,17.78,,,0.406,steel
bm-338,,0,17.78,17.78,,,0.406,steel
bm-339,,0,17.78,17.78,,,0.406,steel
bm-340,,0,17.78,17.78,,,0.406,steel
bm-341,,0,17.78,17.78,,,0.406,steel
bm-342,,0,17.78,17.78,,,0.406,steel
bm-343,,0,17.78,17.78,,,0.406,steel
bm-344,,0,17.78,17.78,,,0.406,steel
bm-345,,0,17.78,17.78,,,0.406,steel
bm-346,,0,17.78,17.78,,,0.406,steel
bm-347,,0,17.78,17.78,,,0.406,steel
bm-348,,0,17.78,17.78,,,0.406,steel
bm-349,,0,17.78,17.78,,,0.406,steel
bm-350,,0,17.78,17.78,,,0.406,steel
bm-351,,0,17.78,17.78,,,0.406,steel
bm-352,,0,17.78,17.78,,,0.406,steel
bm-353,,0,17.78,17.78,,,0.406,steel
bm-354,,0,17.78,17.78,,,0.406,steel
bm-355,,0,17.78,17.78,,,0.406,steel
bm-356,,0,17.78,17.78,,,0.406,steel
bm-357,,0,17.78,17.78,,,0.406,steel
bm-358,,0,17.78,17.78,,,0.406,steel
bm-359,,0,17.78,17.78,,,0.406,steel
bm-360,,0,17.78,17.78,,,0.406,steel
bm-361,,0,17.78,17.78,,,0.406,steel
bm-362,,0,17.78,17.78,,,0.406,steel
bm-363,,0,17.78,17.78,,,0.406,steel
bm-364,,0,17.78,17.78,,,0.406,steel
bm-365,,0,17.78,17.78,,,0.406,steel
bm-366,,0,17.78,17.78,,,0.406,steel
bm-367,,0,17.78,17.78,,,0.406,steel
bm-368,,0,17.78,17.78,,,0.406,steel
bm-369,,0,17.78,17.78,,,0.406,steel
bm-370,,0,17.78,17.78,,,0.406,steel
bm-371,,0,17.78,17.78,,,0.406,steel
bm-372,,0,21.092,20.849,,0.076,0.089,steel
bm-373,,0,20.849,20.849,,0.076,0.089,steel
bm-374,,0,20.849,21.092,,0.076,0.089,steel
bm-375,,0,21.092,21.092,,0.076,0.089,steel
bm-376,,0,20.89,20.89,,0.1,0.2,steel
bm-377,,0,20.93,20.93,,0.1,0.2,steel
bm-378,,0,20.971,20.971,,0.1,0.2,steel
bm-379,,0,21.011,21.011,,0.1,0.2,steel
bm-380,,0,21.052,21.052,,0.1,0.2,steel
bm-381,,0,5.588,5.588,,0.076,0.089,steel
bm-382,,0,5.588,5.588,,,0.406,steel
bm-383,,0,5.588,5.588,,,0.406,steel
bm-384,,0,5.588,5.588,,,0.406,steel
bm-385,,0,5.588,5.588,,,0.406,steel
bm-386,,0,5.588,5.588,,,0.406,steel
bm-387,,0,5.588,5.588,,,0.406,steel
bm-388,,0,5.588,5.588,,,0.406,steel
bm-389,,0,17.78,17.78,,0.1,0.2,steel
bm-390,,0,1.524,1.524,,0.191,0.46,steel
bm-391,,0,2.311,2.311,,0.191,0.46,steel
bm-392,,0,2.311,2.311,,0.191,0.46,steel
bm-393,,0,2.311,2.311,,,0.406,steel
bm-394,,0,2.311,2.311,,,0.406,steel
bm-395,,0,2.311,2.311,,,0.406,steel
bm-396,,0,2.311,2.311,,,0.406,steel
bm-397,,0,2.311,2.311,,,0.406,steel
bm-398,,0,2.311,2.311,,,0.406,steel
bm-399,,0,2.311,2.311,,,0.406,steel
bm-400,,0,2.311,2.311,,,0.406,steel
bm-401,,0,2.311,2.311,,,0.406,steel
bm-402,,0,2.311,2.311,,,0.406,steel
bm-403,,0,2.311,2.311,,,0.406,steel
bm-404,,0,2.311,2.311,,,0.406,steel
bm-405,,0,2.311,2.311,,,0.406,steel
bm-406,,0,2.311,2.311,,,0.406,steel
bm-407,,0,2.311,2.311,,0.282,0.467,steel
bm-408,,0,2.311,2.311,,0.191,0.46,steel
bm-409,,0,2.311,2.311,,0.191,0.46,steel
bm-410,,0,2.311,2.311,,0.191,0.46,steel
bm-411,,0,2.311,2.311,,0.1,0.2,steel
bm-412,,0,2.311,2.311,,,0.406,steel
bm-413,,0,2.311,2.311,,,0.406,steel
bm-414,,0,2.311,2.311,,,0.406,steel
bm-415,,0,2.311,2.311,,,0.406,steel
bm-416,,0,2.311,2.311,,,0.406,steel
bm-417,,0,2.311,2.311,,,0.406,steel
bm-418,,0,2.311,2.311,,,0.406,steel
bm-419,,0,2.311,2.311,,,0.406,steel
bm-420,,0,2.311,2.311,,,0.406,steel
bm-421,,0,2.311,2.311,,,0.406,steel
bm-422,,0,2.311,2.311,,,0.406,steel
bm-423,,0,2.311,2.311,,,0.406,steel
bm-424,,0,2.311,2.311,,,0.406,steel
bm-425,,0,2.311,2.311,,,0.406,steel
bm-426,,0,2.311,2.311,,,0.406,steel
bm-427,,0,2.311,2.311,,,0.406,steel
bm-428,,0,2.311,2.311,,,0.406,steel
bm-429,,0,2.311,2.311,,,0.406,steel
bm-430,,0,2.311,2.311,,,0.406,steel
bm-431,,0,2.311,2.311,,,0.406,steel
bm-432,,0,2.311,2.311,,,0.406,steel
bm-433,,0,2.311,2.311,,,0.406,steel
bm-434,,0,2.311,2.311,,,0.406,steel
bm-435,,0,2.311,2.311,,,0.406,steel
bm-436,,0,2.311,2.311,,,0.406,steel
bm-437,,0,2.311,2.311,,,0.406,steel
bm-438,,0,2.311,2.311,,,0.406,steel
bm-439,,0,2.311,2.311,,,0.406,steel
bm-440,,0,2.311,2.311,,,0.406,steel
bm-441,,0,2.311,2.311,,,0.406,steel
bm-442,,0,2.311,2.311,,,0.406,steel
bm-443,,0,2.311,2.311,,,0.406,steel
bm-444,,0,13.716,13.716,,0.191,0.46,steel
bm-445,,0,13.716,13.716,,0.191,0.46,steel
bm-446,,0,13.716,13.716,,0.191,0.46,steel
bm-447,,0,13.716,13.716,,0.191,0.46,steel
bm-448,,0,13.716,13.716,,0.165,0.31,steel
bm-449,,0,13.716,13.716,,0.165,0.31,steel
bm-450,,0,13.716,13.716,,0.165,0.31,steel
bm-451,,0,13.716,13.716,,0.165,0.31,steel
bm-452,,0,13.716,13.716,,0.165,0.31,steel
bm-453,,0,5.588,5.588,,,0.406,steel
bm-454,,0,5.588,5.588,,,0.406,steel
bm-455,,0,5.588,5.588,,,0.406,steel
bm-456,,0,5.588,5.588,,,0.406,steel
bm-457,,0,5.588,5.588,,,0.406,steel
bm-458,,0,5.588,5.588,,,0.406,steel
bm-459,,0,5.588,5.588,,,0.406,steel
bm-460,,0,5.588,5.588,,,0.406,steel
bm-461,,0,5.588,5.588,,,0.406,steel
bm-462,,0,5.588,5.588,,,0.406,steel
bm-463,,0,5.588,5.588,,,0.406,steel
bm-464,,0,5.588,5.588,,,0.406,steel
bm-465,,0,5.588,5.588,,,0.406,steel
bm-466,,0,5.588,5.588,,,0.406,steel
bm-467,,0,5.588,5.588,,,0.406,steel
bm-468,,0,5.588,5.588,,,0.406,steel
bm-469,,0,5.588,5.588,,,0.406,steel
bm-470,,0,5.588,5.588,,,0.406,steel
bm-471,,0,5.588,5.588,,,0.406,steel
bm-472,,0,5.588,5.588,,,0.406,steel
bm-473,,0,5.588,5.588,,,0.406,steel
bm-474,,0,17.78,17.78,,0.165,0.31,steel
bm-475,,0,17.78,17.78,,,0.508,steel
bm-476,,0,17.78,17.78,,,0.508,steel
bm-477,,0,17.78,17.78,,,0.508,steel
bm-478,,0,17.78,17.78,,,0.508,steel
bm-479,,0,17.78,17.78,,,0.508,steel
bm-480,,0,17.78,17.78,,,0.508,steel
bm-481,,0,17.78,17.78,,,0.508,steel
bm-482,,0,17.78,17.78,,,0.508,steel
bm-483,,0,17.78,17.78,,,0.508,steel
bm-484,,0,17.78,17.78,,,0.508,steel
bm-485,,0,17.78,17.78,,,0.508,steel
bm-486,,0,17.78,17.78,,,0.508,steel
bm-487,,0,17.78,17.78,,,0.508,steel
bm-488,,0,17.78,17.78,,,0.508,steel
bm-489,,0,17.78,17.78,,,0.508,steel
bm-490,,0,21.092,20.849,,0.076,0.089,steel
bm-491,,0,20.849,20.849,,0.076,0.089,steel
bm-492,,0,20.849,21.092,,0.076,0.089,steel
bm-493,,0,21.092,21.092,,0.076,0.089,steel
bm-494,,0,20.89,20.89,,0.1,0.2,steel
bm-495,,0,20.93,20.93,,0.1,0.2,steel
bm-496,,0,20.971,20.971,,0.1,0.2,steel
bm-497,,0,21.011,21.011,,0.1,0.2,steel
bm-498,,0,21.052,21.052,,0.1,0.2,steel
bm-499,,0,21.092,20.866,,0.076,0.089,steel
bm-500,,0,20.866,20.866,,0.076,0.089,steel
bm-501,,0,20.866,21.092,,0.076,0.089,steel
bm-502,,0,21.092,21.092,,0.076,0.089,steel
bm-503,,0,21.092,21.092,,0.076,0.089,steel
bm-504,,0,21.092,21.016,,0.076,0.089,steel
bm-505,,0,21.016,21.016,,0.076,0.089,steel
bm-506,,0,9.652,9.652,,0.191,0.46,steel
bm-507,,0,9.652,9.652,,0.191,0.46,steel
bm-508,,0,9.652,9.652,,0.191,0.46,steel
bm-509,,0,9.652,9.652,,0.191,0.46,steel
bm-510,,0,9.652,9.652,,0.191,0.46,steel
bm-511,,0,9.652,9.652,,0.191,0.46,steel
bm-512,,0,9.652,9.652,,0.191,0.46,steel
bm-513,,0,9.652,9.652,,0.191,0.46,steel
bm-514,,0,9.652,9.652,,0.191,0.46,steel
bm-515,,0,9.652,9.652,,0.191,0.46,steel
bm-516,,0,9.652,9.652,,0.282,0.467,steel
bm-517,,0,9.652,9.652,,0.191,0.46,steel
bm-518,,0,9.652,9.652,,0.191,0.46,steel
bm-519,,0,9.652,9.652,,0.191,0.46,steel
