id,number,base_offset,top_level_id,top_offset,material,thickness
w-95,,0,lv-11,-0.152,steel,0.156
w-96,,-0.152,lv-6,0,concrete,0.457
w-97,,0,lv-26,-0.152,steel,0.184
w-98,,0,lv-28,0,steel,0.298
w-99,,-0.152,lv-6,0,concrete,0.61
w-100,,0,lv-32,0,concrete,0.305
w-101,,0,lv-30,-0.94,steel,0.321
w-102,,0,lv-30,-0.94,steel,0.321
w-103,,0,lv-30,0,steel,0.622
w-104,,0,lv-30,0,steel,0.321
w-105,,-1.524,lv-30,-0.94,steel,0.321
w-106,,0,lv-30,0,steel,0.622
w-107,,0,lv-30,0,steel,0.321
w-108,,0,lv-30,0,steel,0.622
w-109,,0,lv-30,0,steel,0.321
w-110,,-1.524,lv-30,-0.94,steel,0.321
w-111,,0,lv-30,0,steel,0.547
w-112,,0,lv-30,0,steel,0.321
w-113,,0,lv-30,0,steel,0.547
w-114,,0,lv-30,0,steel,0.371
w-115,,0,lv-30,0,steel,0.547
w-116,,0,lv-30,0,steel,0.321
w-117,,0,lv-30,-0.94,steel,0.321
w-118,,0,lv-30,0,steel,0.321
w-119,,0,lv-30,-0.94,steel,0.321
w-120,,0,lv-28,0,steel,0.298
w-121,,-1.524,lv-30,-0.94,steel,0.321
w-122,,0,lv-30,-0.94,steel,0.321
w-123,,0,lv-30,0,steel,0.547
w-124,,0,lv-30,0,steel,0.321
w-125,,0,lv-30,-0.584,steel,0.321
w-126,,0,lv-9,-0.152,steel,0.124
w-127,,0,lv-11,0,steel,0.079
w-128,,0,lv-28,-0.152,steel,0.124
w-129,,0,lv-14,0,concrete,0.305
w-130,,0,lv-28,0,steel,0.298
w-131,,0,lv-32,0,concrete,0.305
w-132,,0,lv-11,0,concrete,0.305
w-133,,0,lv-9,-0.152,steel,0.124
w-134,,0,lv-9,-0.152,steel,0.124
w-135,,0,lv-9,-0.152,steel,0.124
w-136,,0,lv-9,-0.984,steel,0.124
w-137,,0,lv-14,-0.152,steel,0.26
w-138,,0,lv-14,-0.152,steel,0.26
w-139,,0,lv-14,-0.152,steel,0.108
w-140,,-3.277,lv-32,0,concrete,0.305
w-141,,0,lv-19,0.584,steel,0.203
w-142,,0,lv-19,0.584,steel,0.203
w-143,,0,lv-28,-0.152,steel,0.124
w-144,,0,lv-11,-0.152,steel,0.079
w-145,,0,lv-11,-0.152,steel,0.079
w-146,,0,lv-32,0,concrete,0.305
w-147,,0,lv-32,0,concrete,0.305
w-148,,0,lv-14,0,steel,0.298
w-149,,0,lv-14,0,concrete,0.305
w-150,,0,lv-32,0,concrete,0.305
w-151,,-0.152,lv-14,0,concrete,0.305
w-152,,0,lv-14,-0.152,steel,0.079
w-153,,0,lv-11,-0.152,steel,0.079
w-154,,0,lv-11,-0.152,steel,0.079
w-155,,0,lv-14,-0.152,composite,0.137
w-156,,0,lv-11,-0.152,steel,0.079
w-157,,0,lv-11,0,steel,0.108
w-158,,0,lv-11,0,steel,0.108
w-159,,0,lv-11,-0.152,steel,0.079
w-160,,-0.94,lv-14,-0.152,steel,0.108
w-161,,-0.813,lv-14,-0.152,steel,0.108
w-162,,0,lv-14,-0.152,steel,0.079
w-163,,0,lv-14,-0.152,steel,0.168
w-164,,0,lv-14,-0.152,steel,0.079
w-165,,0,lv-14,-0.152,steel,0.108
w-166,,0,lv-14,-0.152,steel,0.079
w-167,,0,lv-9,-0.152,steel,0.108
w-168,,0,lv-9,-0.152,steel,0.168
w-169,,0,lv-9,-0.152,steel,0.079
w-170,,0,lv-9,-0.152,steel,0.108
w-171,,0,lv-9,-0.152,steel,0.079
w-172,,0,lv-19,0.584,steel,0.203
w-173,,0,lv-11,-0.152,steel,0.079
w-174,,0,lv-11,0,steel,0.048
w-175,,0,lv-28,-0.152,steel,0.14
w-176,,0,lv-28,-0.152,steel,0.216
w-177,,0,lv-28,-0.152,steel,0.079
w-178,,0,lv-28,-0.152,steel,0.079
w-179,,0,lv-28,-0.152,steel,0.14
w-180,,0,lv-28,-0.152,steel,0.079
w-181,,0,lv-28,-0.152,steel,0.079
w-182,,0,lv-28,-0.152,steel,0.079
w-183,,0,lv-28,-0.152,steel,0.079
w-184,,0,lv-28,-0.152,steel,0.048
w-185,,0,lv-28,-0.152,steel,0.079
w-186,,0,lv-28,-0.152,steel,0.079
w-187,,0,lv-28,-0.152,steel,0.168
w-188,,0,lv-28,-0.152,steel,0.079
w-189,,0,lv-28,-0.152,steel,0.108
w-190,,0,lv-28,-0.152,steel,0.079
w-191,,0,lv-28,-0.152,steel,0.124
w-192,,0,lv-28,-0.152,steel,0.079
w-193,,-0.152,lv-32,0,steel,0.26
w-194,,-0.152,lv-32,0,steel,0.26
w-195,,-0.152,lv-31,0,steel,0.156
w-196,,-0.152,lv-31,0,steel,0.156
w-197,,0,lv-31,0,steel,0.048
w-198,,0,lv-26,-0.025,steel,0.203
w-199,,0,lv-26,-0.025,steel,0.203
w-200,,0,lv-26,-0.025,steel,0.203
w-201,,0,lv-26,-0.025,steel,0.203
w-202,,0,lv-26,-0.025,steel,0.203
w-203,,0,lv-26,-0.025,steel,0.203
w-204,,0,lv-19,0,steel,0.298
w-205,,0,lv-28,-0.152,steel,0.079
w-206,,0,lv-28,-0.152,steel,0.079
w-207,,0,lv-28,-0.152,steel,0.079
w-208,,0,lv-14,-0.152,steel,0.079
w-209,,0,lv-14,-0.152,steel,0.079
w-210,,0,lv-14,0,steel,0.298
w-211,,-1.219,lv-28,0,composite,0.025
w-212,,-1.219,lv-28,0,composite,0.025
w-213,,0.445,lv-14,0,steel,0.079
w-214,,0,lv-23,0,steel,0.26
w-215,,0,lv-23,0,steel,0.26
w-216,,0,lv-11,-0.152,steel,0.124
w-217,,0,lv-11,-0.152,steel,0.124
w-218,,0,lv-11,-0.152,steel,0.124
w-219,,0,lv-11,-0.152,steel,0.124
w-220,,0,lv-11,-0.152,steel,0.108
w-221,,0,lv-11,0.61,steel,0.124
w-222,,0,lv-11,0.61,steel,0.124
w-223,,0,lv-11,0.61,steel,0.124
w-224,,0,lv-14,0,steel,0.108
w-225,,0,lv-11,-0.152,steel,0.124
w-226,,0,lv-11,-0.152,steel,0.124
w-227,,0,lv-11,-0.152,steel,0.124
w-228,,0,lv-31,0,steel,0.079
w-229,,0,lv-11,0,steel,0.168
w-230,,0,lv-11,-0.152,steel,0.079
w-231,,0,lv-11,-0.152,steel,0.079
w-232,,0,lv-28,0,steel,0.156
w-233,,0,lv-28,0,steel,0.124
w-234,,0,lv-32,0,composite,0.137
w-235,,0,lv-32,0,composite,0.137
w-236,,0,lv-11,-1.727,composite,0.137
w-237,,0,lv-11,-0.762,composite,0.137
w-238,,0,lv-32,0,composite,0.137
w-239,,0,lv-28,0,composite,0.137
w-240,,0,lv-28,0,composite,0.137
w-241,,0,lv-32,0,composite,0.137
w-242,,0,lv-32,0,composite,0.137
w-243,,0,lv-32,0,composite,0.137
w-244,,0.254,lv-32,0,composite,0.137
w-245,,0,lv-32,0,composite,0.137
w-246,,0,lv-32,0,composite,0.137
w-247,,0,lv-32,0,composite,0.137
w-248,,0,lv-32,0,composite,0.137
w-249,,0,lv-32,0,composite,0.137
w-250,,0,lv-32,0,composite,0.137
w-251,,0,lv-32,0,composite,0.137
w-252,,0,lv-32,0,composite,0.137
w-253,,0,lv-32,0,composite,0.137
w-254,,0,lv-32,0,composite,0.137
w-255,,0,lv-32,0,composite,0.137
w-256,,0,lv-32,0,composite,0.137
w-257,,0,lv-32,0,composite,0.137
w-258,,0,lv-11,0,steel,0.079
w-259,,0.737,lv-17,-0.152,steel,0.168
w-260,,0.737,lv-17,0,steel,0.168
w-261,,0,lv-11,0.737,steel,0.225
w-262,,0,lv-17,0,steel,0.079
w-263,,0.737,lv-17,0,steel,0.079
w-264,,0.737,lv-17,0,steel,0.168
w-265,,0,lv-17,0,steel,0.079
w-266,,0.737,lv-17,0,steel,0.079
w-267,,0,lv-24,0,steel,0.168
w-268,,0,lv-24,0,steel,0.079
w-269,,-0.762,lv-19,0,steel,0.321
w-270,,0,lv-14,-0.152,steel,0.079
w-271,,0,lv-14,-0.152,steel,0.079
w-272,,0.432,lv-11,0,steel,0.168
w-273,,0,lv-14,-0.152,steel,0.079
w-274,,0,lv-14,-0.152,composite,0.137
w-275,,0,lv-14,0,steel,0.168
w-276,,0,lv-14,0,steel,0.168
w-277,,0,lv-11,0,steel,0.298
w-278,,0.432,lv-11,0,steel,0.168
w-279,,0,lv-9,-0.152,steel,0.079
w-280,,0,lv-9,-0.152,steel,0.079
w-281,,0,lv-14,-0.152,steel,0.321
w-282,,-0.762,lv-30,0,steel,0.321
w-283,,0,lv-11,-0.762,steel,0.321
w-284,,0,lv-11,-0.762,steel,0.321
w-285,,0,lv-28,-0.152,steel,0.108
w-286,,0,lv-28,-0.152,steel,0.108
w-287,,0,lv-28,-0.152,steel,0.108
w-288,,0,lv-24,0,steel,0.298
w-289,,0,lv-28,0,steel,0.057
w-290,,0,lv-24,0,steel,0.298
w-291,,0,lv-28,0,steel,0.057
w-292,,0,lv-30,0,steel,0.346
w-293,,0,lv-30,0,steel,0.346
w-294,,-0.025,lv-30,0,steel,0.321
w-295,,0,lv-14,-0.152,steel,0.079
w-296,,0,lv-32,0,concrete,0.305
w-297,,0,lv-28,0,steel,0.108
w-298,,0,lv-28,0,steel,0.108
w-299,,0,lv-28,0,steel,0.108
w-300,,0,lv-14,0,steel,0.108
w-301,,0,lv-14,0,steel,0.108
w-302,,0,lv-14,0,steel,0.108
w-303,,0,lv-11,-0.152,steel,0.108
w-304,,0,lv-11,-0.152,steel,0.108
w-305,,0,lv-11,-0.152,steel,0.108
w-306,,0.368,lv-28,-0.432,steel,0.216
w-307,,0,lv-11,-0.152,steel,0.156
w-308,,0,lv-11,-0.152,steel,0.156
w-1071,,0,lv-17,0,composite,0.305
w-1072,,0,lv-22,0,composite,0.305
w-1073,,0,lv-12,-0.965,composite,0.305
w-1074,,0,lv-12,-0.965,composite,0.305
w-1075,,0,lv-17,-0.425,composite,0.305
w-1076,,0,lv-12,-0.965,composite,0.305
w-1077,,0,lv-20,0,composite,0.305
w-1078,,0,lv-20,0,composite,0.305
w-1079,,0,lv-20,0,composite,0.305
w-1080,,0,lv-15,0,composite,0.305
w-1081,,0,lv-15,0,composite,0.305
w-1082,,0,lv-15,0.051,composite,0.305
w-1083,,-0.33,lv-22,0,composite,0.305
w-1084,,-0.33,lv-22,0,composite,0.305
w-1085,,0,lv-17,0,composite,0.305
w-1086,,0.381,lv-20,0,composite,0.305
w-1087,,0.381,lv-20,0,composite,0.305
w-1088,,0,lv-25,0,composite,0.305
w-1089,,0,lv-25,0,composite,0.305
w-1090,,0,lv-25,0,composite,0.305
w-1091,,0,lv-25,0,composite,0.305
w-1092,,0,lv-15,0.051,composite,0.305
w-1093,,0,lv-15,0.051,composite,0.305
w-1094,,0,lv-15,0.051,composite,0.305
w-1095,,0,lv-15,0.051,composite,0.305
w-1096,,0,lv-12,-0.965,composite,0.305
w-1097,,0,lv-12,-0.965,composite,0.305
w-1098,,0,lv-17,-0.425,composite,0.305
w-1099,,0,lv-17,-2.407,composite,0.305
w-1100,,0,lv-17,-2.407,composite,0.305
w-1101,,0,lv-17,-2.407,composite,0.305
w-1102,,0,lv-22,0,composite,0.305
w-1103,,0,lv-22,0,composite,0.305
w-1104,,-1.168,lv-20,0,composite,0.305
w-1105,,0,lv-25,0,composite,0.305
w-1106,,0,lv-25,0,composite,0.305
w-1107,,0,lv-20,-0.457,composite,0.305
w-1108,,0,lv-25,-1.321,composite,0.305
w-1109,,0,lv-22,0,composite,0.305
