id,number,base_offset,system_type,terminal_type
tm-704,247,3.251,Supply Air,
tm-705,248,3.251,Supply Air,
tm-706,249,3.251,Supply Air,
tm-707,250,3.251,Supply Air,
tm-708,255,0,Exhaust Air,
tm-709,486,-3.696,Supply Air,
tm-710,487,-3.696,Supply Air,
tm-711,505,0,Exhaust Air,
tm-712,511,-2.972,Supply Air,
tm-713,515,-1.143,Supply Air,
tm-714,516,0.686,Supply Air,
tm-715,517,2.515,Supply Air,
tm-716,544,0,Exhaust Air,
tm-717,567,0,Supply Air,
tm-718,568,0,Supply Air,
tm-719,569,0,Supply Air,
tm-720,570,0,Supply Air,
tm-721,571,0,Supply Air,
tm-722,572,0,Supply Air,
tm-723,573,0,Supply Air,
tm-724,574,0,Supply Air,
tm-725,575,0,Supply Air,
tm-726,576,0,Supply Air,
tm-727,577,3.607,Return Air,
tm-728,578,3.607,Return Air,
tm-729,579,3.251,Return Air,
tm-730,580,3.251,Return Air,
tm-731,581,3.251,Return Air,
tm-732,582,3.251,Return Air,
tm-733,583,3.251,Return Air,
tm-734,584,3.251,Return Air,
tm-735,585,3.251,Return Air,
tm-736,586,3.251,Return Air,
tm-737,587,3.251,Return Air,
tm-738,588,3.251,Return Air,
tm-739,589,3.251,Return Air,
tm-740,594,3.251,Return Air,
tm-741,595,3.251,Return Air,
tm-742,596,3.251,Return Air,
tm-743,597,3.251,Return Air,
tm-744,598,3.251,Return Air,
tm-745,599,3.251,Return Air,
tm-746,600,3.505,Return Air,
tm-747,601,3.505,Return Air,
tm-748,602,3.505,Return Air,
tm-749,603,3.505,Return Air,
tm-750,604,3.505,Return Air,
tm-751,605,3.393,Return Air,
tm-752,606,3.393,Return Air,
tm-753,607,3.393,Return Air,
tm-754,608,3.393,Return Air,
tm-755,609,3.2,Return Air,
tm-756,610,3.201,Return Air,
tm-757,611,3.353,Return Air,
tm-758,612,3.353,Return Air,
tm-759,613,3.353,Return Air,
tm-760,614,3.353,Return Air,
tm-761,699,-3.696,Return Air,
tm-762,703,-3.641,Return Air,
tm-763,704,-3.641,Return Air,
tm-764,705,-3.641,Return Air,
tm-968,11,0,Exhaust Air,
tm-969,14,0,Exhaust Air,
tm-970,18,0,Exhaust Air,
tm-971,19,0,Exhaust Air,
tm-972,29,0,Exhaust Air,
tm-973,30,0,Exhaust Air,
tm-974,35,0,Exhaust Air,
tm-975,37,0,Exhaust Air,
tm-1416,27,-0,,
tm-1417,29,-0,,
tm-1418,33,-0,,
tm-1419,34,0.305,,
tm-1420,37,-0,,
tm-1421,38,0.305,,
tm-1422,59,0,,
tm-1423,60,0,,
tm-1424,61,0,,
tm-1425,62,0,,
tm-1426,63,0,,
tm-1427,64,0,,
tm-1428,65,0,,
tm-1429,66,0,,
tm-1430,79,0,,
tm-1431,80,0,,
tm-1432,81,0,,
tm-1433,82,0,,
tm-1434,85,0,,
tm-1435,144,-0,,
tm-1436,145,-0,,
tm-1437,146,0.305,,
tm-1438,169,-0,,
tm-1439,170,-0,,
tm-1440,171,0.305,,
tm-1441,175,-0,,
tm-1442,176,-0,,
tm-1443,177,0.305,,
tm-1444,282,0,,
tm-1445,290,0,,
tm-1446,332,0,,
tm-1447,333,0,,
tm-1448,334,0,,
tm-1449,335,0,,
tm-1450,348,0,,
tm-1451,349,0,,
tm-1452,360,0,,
tm-1453,361,0,,
tm-1454,372,0,,
tm-1455,373,0,,
tm-1456,384,0,,
tm-1457,385,0,,
tm-1458,505,0,,
tm-1459,506,0,,
tm-1460,507,0,,
tm-1461,508,0,,
tm-1462,553,0,,
tm-1463,554,0,,
tm-1464,555,0,,
tm-1465,556,0,,
tm-1466,557,0,,
tm-1467,558,0,,
tm-1468,619,0,,
tm-1469,620,0,,
tm-1470,640,0,,
tm-1471,641,0,,
tm-1472,642,0,,
tm-1473,643,0,,
tm-1474,644,0,,
tm-1475,651,0,,
tm-1476,652,0,,
tm-1477,653,0,,
tm-1478,654,0.305,,
tm-1479,655,0,,
tm-1480,656,0,,
tm-1481,657,0,,
tm-1482,658,0,,
tm-1483,659,0,,
tm-1484,660,0,,
tm-1485,661,0,,
tm-1486,662,0,,
tm-1487,663,0,,
tm-1488,664,0,,
tm-1489,665,0,,
tm-1490,666,0,,
tm-1491,667,0,,
tm-1492,668,0,,
tm-1493,56,0,,
tm-1494,57,0,,
tm-1495,63,-0,,
tm-1496,64,-0,,
tm-1497,65,0,,
tm-1498,66,0,,
tm-1499,67,-0,,
tm-1500,68,0,,
tm-1501,69,0,,
tm-1502,70,0,,
tm-1503,71,-0,,
tm-1504,72,-0,,
tm-1505,73,0,,
tm-1506,74,0,,
tm-1507,77,-0,,
tm-1508,78,-0,,
tm-1509,79,0,,
tm-1510,80,0,,
tm-1511,81,0,,
tm-1512,156,0,,
tm-1513,223,0,,
tm-1514,225,0,,
tm-1515,226,0,,
tm-1516,227,0,,
tm-1517,228,0,,
tm-1518,229,-0,,
tm-1519,230,-0,,
tm-1520,231,-0,,
tm-1521,232,-0,,
tm-1522,233,-0,,
tm-1523,234,-0,,
tm-1524,235,0,,
tm-1525,236,0,,
tm-1526,237,-0,,
tm-1527,238,0,,
tm-1528,239,-0,,
tm-1529,240,-0,,
tm-1530,241,-0,,
tm-1531,242,0,,
tm-1532,243,0,,
tm-1533,244,0,,
tm-1534,245,-0,,
tm-1535,246,-0,,
tm-1536,247,-0,,
tm-1537,248,0,,
tm-1538,249,0,,
tm-1539,250,0,,
tm-1540,251,0,,
tm-1541,252,0,,
tm-1542,253,-0,,
tm-1543,254,-0,,
tm-1544,255,0,,
tm-1545,257,0,,
tm-1546,258,0,,
tm-1547,259,0,,
tm-1548,260,0,,
tm-1549,261,0,,
tm-1550,262,-0,,
tm-1551,263,0,,
tm-1552,264,0,,
tm-1553,265,0,,
tm-1554,266,-0,,
tm-1555,267,0,,
tm-1556,268,0,,
tm-1557,269,0,,
tm-1558,270,0,,
tm-1559,271,0,,
tm-1560,272,0,,
tm-1561,273,0,,
tm-1562,274,0,,
tm-1563,275,0,,
tm-1564,276,-0,,
tm-1565,277,0,,
tm-1566,278,0,,
tm-1567,279,0,,
tm-1568,280,0,,
tm-1569,281,0,,
tm-1570,282,0,,
tm-1571,283,0,,
tm-1572,284,0,,
tm-1573,285,-0,,
tm-1574,286,-0,,
tm-1575,287,0,,
tm-1576,288,-0,,
tm-1577,289,0,,
tm-1578,290,0,,
tm-1579,291,-0,,
tm-1580,292,-0,,
tm-1581,293,0,,
tm-1582,294,0,,
tm-1583,295,0,,
tm-1584,296,0,,
tm-1585,297,0,,
tm-1586,298,-0,,
tm-1587,299,0,,
tm-1588,300,0,,
tm-1589,301,-0,,
tm-1590,302,0,,
tm-1591,303,0,,
tm-1592,304,0,,
tm-1593,305,0,,
tm-1594,355,-0,,
tm-1595,356,-0,,
tm-1596,359,0,,
tm-1597,360,0,,
tm-1598,361,0,,
tm-1599,422,-0,,
tm-1600,470,0,,
tm-1601,471,0,,
tm-1602,489,0,,
tm-1603,490,0,,
tm-1604,491,-0,,
tm-1605,492,0,,
tm-1606,493,-0,,
tm-1607,494,-0,,
tm-1608,495,-0,,
