id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-1406,,,-4.413,-3.1,round,0.051,0.051,Sanitary,,
pi-1407,,,-2.969,-2.816,round,0.051,0.051,Sanitary,,
pi-1408,,,-2.445,-2.468,round,0.051,0.051,Sanitary,,
pi-1409,,,-2.637,-2.546,round,0.051,0.051,Sanitary,,
pi-1410,,,-1.927,-2.367,round,0.051,0.051,Sanitary,,
pi-1411,,,-5.912,-5.912,round,0.102,0.102,Sanitary,,
pi-1412,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1413,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1414,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1415,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1416,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1417,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1418,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1419,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1420,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1421,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1422,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1423,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1424,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1425,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1426,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1427,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1428,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1429,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1430,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1431,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1432,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1433,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1434,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1435,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1436,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1437,,,-3.299,-3.01,round,0.025,0.025,Domestic Cold Water,,
pi-1438,,,-3.299,-3.213,round,0.025,0.025,Domestic Cold Water,,
pi-1439,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1440,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1441,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1442,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1443,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1444,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1445,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1446,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1447,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1448,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1449,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1450,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1451,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1452,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1453,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1454,,,-4.007,-4.014,round,0.152,0.152,Domestic Cold Water,,
pi-1455,,,-4.165,-4.172,round,0.152,0.152,Domestic Cold Water,,
pi-1456,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1457,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1458,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1459,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1460,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1461,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1462,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1463,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1464,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1465,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1466,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1467,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1468,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1469,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1470,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1471,,,10.754,12.533,round,0.013,0.013,Domestic Cold Water,,
pi-1472,,,12.548,12.548,round,0.013,0.013,Domestic Cold Water,,
pi-1473,,,12.548,12.548,round,0.013,0.013,Domestic Cold Water,,
pi-1474,,,17.234,17.234,round,0.013,0.013,Domestic Cold Water,,
pi-1475,,,17.234,17.234,round,0.013,0.013,Domestic Cold Water,,
pi-1476,,,17.22,14.346,round,0.013,0.013,Domestic Cold Water,,
pi-1477,,,6.218,9.092,round,0.013,0.013,Domestic Cold Water,,
pi-1478,,,9.106,9.106,round,0.013,0.013,Domestic Cold Water,,
pi-1479,,,9.106,9.106,round,0.013,0.013,Domestic Cold Water,,
pi-1480,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-1481,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-1482,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-1483,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-1484,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-1485,,,2.921,2.921,round,0.013,0.013,Domestic Cold Water,,
pi-1486,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-1487,,,6.198,6.198,round,0.013,0.013,Domestic Cold Water,,
pi-1488,,,10.262,10.262,round,0.013,0.013,Domestic Cold Water,,
pi-1489,,,6.198,6.198,round,0.013,0.013,Domestic Cold Water,,
pi-1490,,,6.198,6.198,round,0.013,0.013,Domestic Cold Water,,
pi-1491,,,6.198,6.198,round,0.013,0.013,Domestic Cold Water,,
pi-1492,,,6.198,6.198,round,0.013,0.013,Domestic Cold Water,,
pi-1493,,,6.183,5.551,round,0.013,0.013,Domestic Cold Water,,
pi-1494,,,5.537,5.537,round,0.013,0.013,Domestic Cold Water,,
pi-1495,,,5.551,6.133,round,0.013,0.013,Domestic Cold Water,,
pi-1496,,,6.147,6.147,round,0.013,0.013,Domestic Cold Water,,
pi-1497,,,6.151,6.193,round,0.013,0.013,Domestic Cold Water,,
pi-1498,,,6.198,6.198,round,0.013,0.013,Domestic Cold Water,,
pi-1499,,,0.457,0.457,round,0.013,0.013,Domestic Cold Water,,
pi-1500,,,0.457,0.457,round,0.013,0.013,Domestic Cold Water,,
pi-1501,,,0.457,0.457,round,0.013,0.013,Domestic Cold Water,,
pi-1502,,,0.457,0.457,round,0.013,0.013,Domestic Cold Water,,
pi-1503,,,0.471,1.053,round,0.013,0.013,Domestic Cold Water,,
pi-1504,,,1.067,1.067,round,0.013,0.013,Domestic Cold Water,,
pi-1505,,,-0.851,-0.851,round,0.013,0.013,Domestic Cold Water,,
pi-1506,,,-0.851,-0.851,round,0.013,0.013,Domestic Cold Water,,
pi-1507,,,-0.851,-0.851,round,0.013,0.013,Domestic Cold Water,,
pi-1508,,,-0.837,-0.154,round,0.013,0.013,Domestic Cold Water,,
pi-1509,,,-0.14,-0.14,round,0.013,0.013,Domestic Cold Water,,
pi-1510,,,-4.242,-4.242,round,0.152,0.152,Domestic Cold Water,,
pi-1511,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1512,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1513,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1514,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1515,,,-1.859,13.264,round,0.025,0.025,Domestic Cold Water,,
pi-1516,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1517,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1518,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1519,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1520,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1521,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1522,,,-1.859,9.2,round,0.025,0.025,Domestic Cold Water,,
pi-1523,,,9.22,9.22,round,0.025,0.025,Domestic Cold Water,,
pi-1524,,,9.22,9.22,round,0.025,0.025,Domestic Cold Water,,
pi-1525,,,-4.089,-4.089,round,0.152,0.152,Domestic Cold Water,,
pi-1526,,,-4.089,-4.089,round,0.152,0.152,Domestic Cold Water,,
pi-1527,,,-4.089,-4.089,round,0.152,0.152,Domestic Cold Water,,
pi-1528,,,-4.089,-4.089,round,0.152,0.152,Domestic Cold Water,,
pi-1529,,,-4.089,-4.089,round,0.152,0.152,Domestic Cold Water,,
pi-1530,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1531,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1532,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1533,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1534,,,-1.859,9.2,round,0.025,0.025,Domestic Cold Water,,
pi-1535,,,9.22,9.22,round,0.025,0.025,Domestic Cold Water,,
pi-1536,,,9.22,9.22,round,0.025,0.025,Domestic Cold Water,,
pi-1537,,,9.22,9.22,round,0.025,0.025,Domestic Cold Water,,
pi-1538,,,9.21,9.077,round,0.025,0.025,Domestic Cold Water,,
pi-1539,,,9.066,9.066,round,0.025,0.025,Domestic Cold Water,,
pi-1540,,,9.046,6.681,round,0.025,0.025,Domestic Cold Water,,
pi-1541,,,6.66,6.66,round,0.025,0.025,Domestic Cold Water,,
pi-1542,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1543,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1544,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1545,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1546,,,-1.859,9.2,round,0.025,0.025,Domestic Cold Water,,
pi-1547,,,9.22,9.22,round,0.025,0.025,Domestic Cold Water,,
pi-1548,,,9.22,9.22,round,0.025,0.025,Domestic Cold Water,,
pi-1549,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1550,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1551,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1552,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1553,,,-1.859,9.149,round,0.025,0.025,Domestic Cold Water,,
pi-1554,,,9.169,9.169,round,0.025,0.025,Domestic Cold Water,,
pi-1555,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1556,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1557,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1558,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1559,,,-1.859,9.085,round,0.025,0.025,Domestic Cold Water,,
pi-1560,,,9.106,9.106,round,0.025,0.025,Domestic Cold Water,,
pi-1561,,,9.106,9.106,round,0.025,0.025,Domestic Cold Water,,
pi-1562,,,9.106,9.106,round,0.025,0.025,Domestic Cold Water,,
pi-1563,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1564,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1565,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1566,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1567,,,-1.859,9.149,round,0.025,0.025,Domestic Cold Water,,
pi-1568,,,9.169,9.169,round,0.025,0.025,Domestic Cold Water,,
pi-1569,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1570,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1571,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1572,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1573,,,-1.859,9.452,round,0.025,0.025,Domestic Cold Water,,
pi-1574,,,9.473,9.473,round,0.025,0.025,Domestic Cold Water,,
pi-1575,,,9.473,9.473,round,0.025,0.025,Domestic Cold Water,,
pi-1576,,,9.473,9.473,round,0.025,0.025,Domestic Cold Water,,
pi-1577,,,9.452,6.662,round,0.025,0.025,Domestic Cold Water,,
pi-1578,,,6.641,6.641,round,0.025,0.025,Domestic Cold Water,,
pi-1579,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1580,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1581,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1582,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1583,,,-1.859,5.136,round,0.025,0.025,Domestic Cold Water,,
pi-1584,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-1585,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-1586,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1587,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1588,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1589,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1590,,,-1.859,5.136,round,0.025,0.025,Domestic Cold Water,,
pi-1591,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-1592,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-1593,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1594,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1595,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1596,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1597,,,-1.859,5.136,round,0.025,0.025,Domestic Cold Water,,
pi-1598,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-1599,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-1600,,,-3.035,-1.9,round,0.025,0.025,Domestic Cold Water,,
pi-1601,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1602,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1603,,,-1.88,-1.88,round,0.025,0.025,Domestic Cold Water,,
pi-1604,,,-1.859,5.136,round,0.025,0.025,Domestic Cold Water,,
pi-1605,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-1606,,,5.156,5.156,round,0.025,0.025,Domestic Cold Water,,
pi-1607,,,-3.937,-3.937,round,0.152,0.152,Domestic Cold Water,,
pi-1608,,,-2.832,-1.951,round,0.025,0.025,Domestic Cold Water,,
pi-1609,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1610,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1611,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1612,,,-1.91,17.328,round,0.025,0.025,Domestic Cold Water,,
pi-1613,,,17.348,17.348,round,0.025,0.025,Domestic Cold Water,,
pi-1614,,,17.348,17.348,round,0.025,0.025,Domestic Cold Water,,
pi-1615,,,-3.646,-3.941,round,0.051,0.051,Domestic Cold Water,,
pi-1616,,,-3.949,-4.117,round,0.051,0.051,Domestic Cold Water,,
pi-1617,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1618,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1619,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1620,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1621,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1622,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1623,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1624,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1625,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1626,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1627,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1628,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1629,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1630,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1631,,,-3.646,-3.808,round,0.051,0.051,Domestic Cold Water,,
pi-1632,,,-2.832,-1.951,round,0.025,0.025,Domestic Cold Water,,
pi-1633,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1634,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1635,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1636,,,-1.91,17.328,round,0.025,0.025,Domestic Cold Water,,
pi-1637,,,17.348,17.348,round,0.025,0.025,Domestic Cold Water,,
pi-1638,,,17.348,17.348,round,0.025,0.025,Domestic Cold Water,,
pi-1639,,,-3.646,-3.941,round,0.051,0.051,Domestic Cold Water,,
pi-1640,,,-3.949,-4.117,round,0.051,0.051,Domestic Cold Water,,
pi-1641,,,-2.832,-1.951,round,0.025,0.025,Domestic Cold Water,,
pi-1642,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1643,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1644,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1645,,,-1.91,17.213,round,0.025,0.025,Domestic Cold Water,,
pi-1646,,,17.234,17.234,round,0.025,0.025,Domestic Cold Water,,
pi-1647,,,17.234,17.234,round,0.025,0.025,Domestic Cold Water,,
pi-1648,,,17.234,17.234,round,0.025,0.025,Domestic Cold Water,,
pi-1649,,,-3.646,-3.941,round,0.051,0.051,Domestic Cold Water,,
pi-1650,,,-3.949,-4.117,round,0.051,0.051,Domestic Cold Water,,
pi-1651,,,-2.832,-1.951,round,0.025,0.025,Domestic Cold Water,,
pi-1652,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1653,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1654,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1655,,,-1.91,17.328,round,0.025,0.025,Domestic Cold Water,,
pi-1656,,,17.348,17.348,round,0.025,0.025,Domestic Cold Water,,
pi-1657,,,-3.646,-3.941,round,0.051,0.051,Domestic Cold Water,,
pi-1658,,,-3.949,-4.117,round,0.051,0.051,Domestic Cold Water,,
pi-1659,,,-2.832,-1.951,round,0.025,0.025,Domestic Cold Water,,
pi-1660,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1661,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1662,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1663,,,-1.91,13.264,round,0.025,0.025,Domestic Cold Water,,
pi-1664,,,-3.646,-3.941,round,0.051,0.051,Domestic Cold Water,,
pi-1665,,,-3.949,-4.117,round,0.051,0.051,Domestic Cold Water,,
pi-1666,,,-2.832,-1.951,round,0.025,0.025,Domestic Cold Water,,
pi-1667,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1668,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1669,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1670,,,-1.91,17.188,round,0.025,0.025,Domestic Cold Water,,
pi-1671,,,-3.646,-3.941,round,0.051,0.051,Domestic Cold Water,,
pi-1672,,,-3.949,-4.117,round,0.051,0.051,Domestic Cold Water,,
pi-1673,,,-2.832,-1.951,round,0.025,0.025,Domestic Cold Water,,
pi-1674,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1675,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1676,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1677,,,-3.646,-3.941,round,0.051,0.051,Domestic Cold Water,,
pi-1678,,,-3.949,-4.117,round,0.051,0.051,Domestic Cold Water,,
pi-1679,,,-2.832,-1.951,round,0.025,0.025,Domestic Cold Water,,
pi-1680,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1681,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1682,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1683,,,-3.646,-3.941,round,0.051,0.051,Domestic Cold Water,,
pi-1684,,,-3.949,-4.117,round,0.051,0.051,Domestic Cold Water,,
pi-1685,,,-2.832,-1.951,round,0.025,0.025,Domestic Cold Water,,
pi-1686,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1687,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1688,,,-3.646,-3.941,round,0.051,0.051,Domestic Cold Water,,
pi-1689,,,-3.949,-4.117,round,0.051,0.051,Domestic Cold Water,,
pi-1690,,,-2.832,-1.951,round,0.025,0.025,Domestic Cold Water,,
pi-1691,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1692,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1693,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1694,,,-1.93,-1.93,round,0.025,0.025,Domestic Cold Water,,
pi-1695,,,-1.92,-1.407,round,0.025,0.025,Domestic Cold Water,,
pi-1696,,,-1.397,-1.397,round,0.025,0.025,Domestic Cold Water,,
pi-1697,,,-1.407,-1.895,round,0.025,0.025,Domestic Cold Water,,
pi-1698,,,-1.905,-1.905,round,0.025,0.025,Domestic Cold Water,,
pi-1699,,,-1.895,-1.407,round,0.025,0.025,Domestic Cold Water,,
pi-1700,,,-1.397,-1.397,round,0.025,0.025,Domestic Cold Water,,
pi-1701,,,-1.387,-0.391,round,0.025,0.025,Domestic Cold Water,,
pi-1702,,,-0.381,-0.381,round,0.025,0.025,Domestic Cold Water,,
pi-1703,,,-0.381,-0.381,round,0.025,0.025,Domestic Cold Water,,
pi-1704,,,-0.391,-0.679,round,0.025,0.025,Domestic Cold Water,,
pi-1705,,,-0.689,-0.689,round,0.025,0.025,Domestic Cold Water,,
pi-1706,,,-0.679,-0.391,round,0.025,0.025,Domestic Cold Water,,
pi-1707,,,-0.381,-0.381,round,0.025,0.025,Domestic Cold Water,,
pi-1708,,,-0.36,-0.097,round,0.025,0.025,Domestic Cold Water,,
pi-1709,,,-0.076,-0.076,round,0.025,0.025,Domestic Cold Water,,
pi-1710,,,-0.056,0.609,round,0.025,0.025,Domestic Cold Water,,
pi-1711,,,0.629,0.629,round,0.025,0.025,Domestic Cold Water,,
pi-1712,,,-3.646,-3.941,round,0.051,0.051,Domestic Cold Water,,
