id,number,base_offset,system_type
mn-2338,,3.277,Domestic Cold Water
mn-2339,,14.376,Domestic Cold Water
mn-2340,,14.376,Domestic Cold Water
mn-2341,,14.376,Domestic Cold Water
mn-2342,,14.376,Domestic Cold Water
mn-2343,,14.222,Domestic Cold Water
mn-2344,,14.222,Domestic Cold Water
mn-2345,,11.817,Domestic Cold Water
mn-2346,,3.277,Domestic Cold Water
mn-2347,,3.277,Domestic Cold Water
mn-2348,,3.277,Domestic Cold Water
mn-2349,,3.277,Domestic Cold Water
mn-2350,,14.376,Domestic Cold Water
mn-2351,,14.376,Domestic Cold Water
mn-2352,,3.277,Domestic Cold Water
mn-2353,,3.277,Domestic Cold Water
mn-2354,,3.277,Domestic Cold Water
mn-2355,,3.277,Domestic Cold Water
mn-2356,,14.326,Domestic Cold Water
mn-2357,,14.326,Domestic Cold Water
mn-2358,,3.277,Domestic Cold Water
mn-2359,,3.277,Domestic Cold Water
mn-2360,,3.277,Domestic Cold Water
mn-2361,,3.277,Domestic Cold Water
mn-2362,,14.262,Domestic Cold Water
mn-2363,,14.262,Domestic Cold Water
mn-2364,,14.262,Domestic Cold Water
mn-2365,,3.277,Domestic Cold Water
mn-2366,,3.277,Domestic Cold Water
mn-2367,,3.277,Domestic Cold Water
mn-2368,,3.277,Domestic Cold Water
mn-2369,,14.326,Domestic Cold Water
mn-2370,,14.326,Domestic Cold Water
mn-2371,,3.277,Domestic Cold Water
mn-2372,,3.277,Domestic Cold Water
mn-2373,,3.277,Domestic Cold Water
mn-2374,,3.277,Domestic Cold Water
mn-2375,,14.629,Domestic Cold Water
mn-2376,,14.629,Domestic Cold Water
mn-2377,,14.629,Domestic Cold Water
mn-2378,,14.629,Domestic Cold Water
mn-2379,,11.798,Domestic Cold Water
mn-2380,,3.277,Domestic Cold Water
mn-2381,,3.277,Domestic Cold Water
mn-2382,,3.277,Domestic Cold Water
mn-2383,,3.277,Domestic Cold Water
mn-2384,,10.312,Domestic Cold Water
mn-2385,,3.277,Domestic Cold Water
mn-2386,,3.277,Domestic Cold Water
mn-2387,,3.277,Domestic Cold Water
mn-2388,,3.277,Domestic Cold Water
mn-2389,,10.312,Domestic Cold Water
mn-2390,,10.312,Domestic Cold Water
mn-2391,,3.277,Domestic Cold Water
mn-2392,,3.277,Domestic Cold Water
mn-2393,,3.277,Domestic Cold Water
mn-2394,,3.277,Domestic Cold Water
mn-2395,,10.312,Domestic Cold Water
mn-2396,,10.312,Domestic Cold Water
mn-2397,,3.277,Domestic Cold Water
mn-2398,,3.277,Domestic Cold Water
mn-2399,,3.277,Domestic Cold Water
mn-2400,,3.277,Domestic Cold Water
mn-2401,,10.312,Domestic Cold Water
mn-2402,,3.226,Domestic Cold Water
mn-2403,,3.226,Domestic Cold Water
mn-2404,,3.226,Domestic Cold Water
mn-2405,,3.226,Domestic Cold Water
mn-2406,,22.504,Domestic Cold Water
mn-2407,,22.504,Domestic Cold Water
mn-2408,,1.523,Domestic Cold Water
mn-2409,,1.211,Domestic Cold Water
mn-2410,,1.523,Domestic Cold Water
mn-2411,,1.523,Domestic Cold Water
mn-2412,,1.523,Domestic Cold Water
mn-2413,,1.523,Domestic Cold Water
mn-2414,,1.523,Domestic Cold Water
mn-2415,,1.523,Domestic Cold Water
mn-2416,,1.523,Domestic Cold Water
mn-2417,,1.523,Domestic Cold Water
mn-2418,,1.523,Domestic Cold Water
mn-2419,,1.523,Domestic Cold Water
mn-2420,,1.523,Domestic Cold Water
mn-2421,,1.523,Domestic Cold Water
mn-2422,,1.523,Domestic Cold Water
mn-2423,,1.523,Domestic Cold Water
mn-2424,,1.523,Domestic Cold Water
mn-2425,,3.226,Domestic Cold Water
mn-2426,,3.226,Domestic Cold Water
mn-2427,,3.226,Domestic Cold Water
mn-2428,,3.226,Domestic Cold Water
mn-2429,,22.504,Domestic Cold Water
mn-2430,,22.504,Domestic Cold Water
mn-2431,,1.523,Domestic Cold Water
mn-2432,,1.211,Domestic Cold Water
mn-2433,,3.226,Domestic Cold Water
mn-2434,,3.226,Domestic Cold Water
mn-2435,,3.226,Domestic Cold Water
mn-2436,,3.226,Domestic Cold Water
mn-2437,,22.39,Domestic Cold Water
mn-2438,,22.39,Domestic Cold Water
mn-2439,,22.39,Domestic Cold Water
mn-2440,,1.523,Domestic Cold Water
mn-2441,,1.211,Domestic Cold Water
mn-2442,,3.226,Domestic Cold Water
mn-2443,,3.226,Domestic Cold Water
mn-2444,,3.226,Domestic Cold Water
mn-2445,,3.226,Domestic Cold Water
mn-2446,,22.504,Domestic Cold Water
mn-2447,,22.504,Domestic Cold Water
mn-2448,,1.523,Domestic Cold Water
mn-2449,,1.211,Domestic Cold Water
mn-2450,,3.226,Domestic Cold Water
mn-2451,,3.226,Domestic Cold Water
mn-2452,,3.226,Domestic Cold Water
mn-2453,,1.523,Domestic Cold Water
mn-2454,,1.211,Domestic Cold Water
mn-2455,,3.226,Domestic Cold Water
mn-2456,,3.226,Domestic Cold Water
mn-2457,,3.226,Domestic Cold Water
mn-2458,,3.226,Domestic Cold Water
mn-2459,,22.365,Domestic Cold Water
mn-2460,,1.523,Domestic Cold Water
mn-2461,,1.211,Domestic Cold Water
mn-2462,,3.226,Domestic Cold Water
mn-2463,,3.226,Domestic Cold Water
mn-2464,,3.226,Domestic Cold Water
mn-2465,,1.523,Domestic Cold Water
mn-2466,,1.211,Domestic Cold Water
mn-2467,,3.226,Domestic Cold Water
mn-2468,,3.226,Domestic Cold Water
mn-2469,,3.226,Domestic Cold Water
mn-2470,,1.523,Domestic Cold Water
mn-2471,,1.211,Domestic Cold Water
mn-2472,,3.226,Domestic Cold Water
mn-2473,,3.226,Domestic Cold Water
mn-2474,,1.523,Domestic Cold Water
mn-2475,,1.211,Domestic Cold Water
mn-2476,,3.226,Domestic Cold Water
mn-2477,,3.226,Domestic Cold Water
mn-2478,,3.226,Domestic Cold Water
mn-2479,,3.226,Domestic Cold Water
mn-2480,,3.226,Domestic Cold Water
mn-2481,,3.759,Domestic Cold Water
mn-2482,,3.759,Domestic Cold Water
mn-2483,,3.251,Domestic Cold Water
mn-2484,,3.251,Domestic Cold Water
mn-2485,,3.759,Domestic Cold Water
mn-2486,,3.759,Domestic Cold Water
mn-2487,,4.775,Domestic Cold Water
mn-2488,,4.775,Domestic Cold Water
mn-2489,,4.775,Domestic Cold Water
mn-2490,,4.467,Domestic Cold Water
mn-2491,,4.467,Domestic Cold Water
mn-2492,,4.775,Domestic Cold Water
mn-2493,,4.775,Domestic Cold Water
mn-2494,,5.08,Domestic Cold Water
mn-2495,,5.08,Domestic Cold Water
mn-2496,,5.786,Domestic Cold Water
mn-2497,,1.523,Domestic Cold Water
mn-2498,,1.211,Domestic Cold Water
mn-2499,,3.226,Domestic Cold Water
mn-2500,,3.226,Domestic Cold Water
mn-2501,,3.226,Domestic Cold Water
mn-2502,,3.226,Domestic Cold Water
mn-2503,,3.226,Domestic Cold Water
mn-2504,,3.759,Domestic Cold Water
mn-2505,,3.759,Domestic Cold Water
mn-2506,,3.759,Domestic Cold Water
mn-2507,,3.439,Domestic Cold Water
mn-2508,,3.439,Domestic Cold Water
mn-2509,,3.747,Domestic Cold Water
mn-2510,,3.746,Domestic Cold Water
mn-2511,,4.022,Domestic Cold Water
mn-2512,,4.022,Domestic Cold Water
mn-2513,,4.725,Domestic Cold Water
mn-2514,,1.523,Domestic Cold Water
mn-2515,,1.211,Domestic Cold Water
mn-2516,,3.226,Domestic Cold Water
mn-2517,,3.226,Domestic Cold Water
mn-2518,,3.226,Domestic Cold Water
mn-2519,,3.226,Domestic Cold Water
mn-2520,,3.226,Domestic Cold Water
mn-2521,,3.759,Domestic Cold Water
mn-2522,,3.759,Domestic Cold Water
mn-2523,,1.523,Domestic Cold Water
mn-2524,,1.211,Domestic Cold Water
mn-2525,,3.226,Domestic Cold Water
mn-2526,,3.226,Domestic Cold Water
mn-2527,,3.226,Domestic Cold Water
mn-2528,,3.226,Domestic Cold Water
mn-2529,,3.226,Domestic Cold Water
mn-2530,,3.759,Domestic Cold Water
mn-2531,,3.759,Domestic Cold Water
mn-2532,,3.226,Domestic Cold Water
mn-2533,,3.226,Domestic Cold Water
mn-2534,,3.759,Domestic Cold Water
mn-2535,,3.759,Domestic Cold Water
mn-2536,,3.759,Domestic Cold Water
mn-2537,,3.435,Domestic Cold Water
mn-2538,,3.435,Domestic Cold Water
mn-2539,,3.759,Domestic Cold Water
mn-2540,,3.759,Domestic Cold Water
mn-2541,,3.759,Domestic Cold Water
mn-2542,,1.523,Domestic Cold Water
mn-2543,,1.211,Domestic Cold Water
mn-2544,,3.226,Domestic Cold Water
mn-2545,,3.226,Domestic Cold Water
mn-2546,,3.226,Domestic Cold Water
mn-2547,,3.226,Domestic Cold Water
mn-2548,,3.226,Domestic Cold Water
mn-2549,,3.759,Domestic Cold Water
mn-2550,,3.759,Domestic Cold Water
mn-2551,,3.226,Domestic Cold Water
mn-2552,,3.226,Domestic Cold Water
mn-2553,,3.759,Domestic Cold Water
mn-2554,,3.759,Domestic Cold Water
mn-2555,,3.023,Domestic Cold Water
mn-2556,,3.023,Domestic Cold Water
mn-2557,,3.023,Domestic Cold Water
mn-2558,,2.692,Domestic Cold Water
mn-2559,,2.692,Domestic Cold Water
mn-2560,,3.023,Domestic Cold Water
mn-2561,,1.523,Domestic Cold Water
mn-2562,,1.211,Domestic Cold Water
mn-2563,,3.226,Domestic Cold Water
mn-2564,,3.226,Domestic Cold Water
mn-2565,,3.226,Domestic Cold Water
mn-2566,,3.226,Domestic Cold Water
mn-2567,,3.226,Domestic Cold Water
mn-2568,,3.759,Domestic Cold Water
mn-2569,,3.759,Domestic Cold Water
mn-2570,,3.226,Domestic Cold Water
mn-2571,,3.226,Domestic Cold Water
mn-2572,,3.759,Domestic Cold Water
mn-2573,,3.759,Domestic Cold Water
mn-2574,,3.023,Domestic Cold Water
mn-2575,,1.523,Domestic Cold Water
mn-2576,,1.211,Domestic Cold Water
mn-2577,,2.54,Domestic Cold Water
mn-2578,,2.54,Domestic Cold Water
mn-2579,,2.54,Domestic Cold Water
mn-2580,,3.023,Domestic Cold Water
mn-2581,,3.023,Domestic Cold Water
mn-2582,,2.54,Domestic Cold Water
mn-2583,,2.54,Domestic Cold Water
mn-2584,,3.023,Domestic Cold Water
mn-2585,,3.277,Domestic Cold Water
mn-2586,,3.277,Domestic Cold Water
mn-2587,,3.277,Domestic Cold Water
mn-2588,,3.277,Domestic Cold Water
mn-2589,,18.44,Domestic Cold Water
mn-2590,,18.44,Domestic Cold Water
mn-2591,,18.44,Domestic Cold Water
mn-2592,,3.277,Domestic Cold Water
mn-2593,,3.277,Domestic Cold Water
mn-2594,,3.277,Domestic Cold Water
mn-2595,,3.277,Domestic Cold Water
mn-2596,,18.44,Domestic Cold Water
mn-2597,,18.44,Domestic Cold Water
mn-2598,,18.44,Domestic Cold Water
mn-2599,,18.44,Domestic Cold Water
mn-2600,,18.286,Domestic Cold Water
mn-2601,,18.286,Domestic Cold Water
mn-2602,,15.855,Domestic Cold Water
mn-2603,,1.219,Domestic Cold Water
mn-2604,,1.31,Domestic Cold Water
mn-2605,,1.219,Domestic Cold Water
mn-2606,,1.31,Domestic Cold Water
mn-2607,,1.219,Domestic Cold Water
mn-2608,,1.31,Domestic Cold Water
mn-2609,,1.219,Domestic Cold Water
mn-2610,,1.31,Domestic Cold Water
mn-2611,,1.219,Domestic Cold Water
mn-2612,,1.31,Domestic Cold Water
mn-2613,,1.219,Domestic Cold Water
mn-2614,,1.31,Domestic Cold Water
mn-2615,,1.219,Domestic Cold Water
mn-2616,,1.31,Domestic Cold Water
mn-2617,,1.219,Domestic Cold Water
mn-2618,,1.31,Domestic Cold Water
mn-2619,,1.219,Domestic Cold Water
mn-2620,,1.31,Domestic Cold Water
mn-2621,,1.219,Domestic Cold Water
mn-2622,,1.31,Domestic Cold Water
mn-2623,,1.219,Domestic Cold Water
mn-2624,,1.31,Domestic Cold Water
mn-2625,,1.219,Domestic Cold Water
mn-2626,,1.31,Domestic Cold Water
mn-2627,,1.219,Domestic Cold Water
mn-2628,,1.31,Domestic Cold Water
mn-2629,,1.219,Domestic Cold Water
mn-2630,,1.31,Domestic Cold Water
mn-2631,,1.219,Domestic Cold Water
mn-2632,,1.31,Domestic Cold Water
mn-2633,,1.067,Domestic Cold Water
mn-2634,,0.914,Domestic Cold Water
mn-2635,,1.002,Domestic Cold Water
mn-2636,,0.914,Domestic Cold Water
mn-2637,,1.002,Domestic Cold Water
mn-2638,,0.914,Domestic Cold Water
mn-2639,,1.002,Domestic Cold Water
mn-2640,,0.914,Domestic Cold Water
mn-2641,,1.002,Domestic Cold Water
mn-2642,,0.914,Domestic Cold Water
mn-2643,,1.002,Domestic Cold Water
mn-2644,,0.914,Domestic Cold Water
mn-2645,,1.002,Domestic Cold Water
mn-2646,,0.914,Domestic Cold Water
mn-2647,,1.002,Domestic Cold Water
mn-2648,,0.914,Domestic Cold Water
mn-2649,,1.002,Domestic Cold Water
mn-2650,,0.914,Domestic Cold Water
mn-2651,,1.002,Domestic Cold Water
mn-2652,,0.914,Domestic Cold Water
mn-2653,,1.002,Domestic Cold Water
mn-2654,,0.914,Domestic Cold Water
mn-2655,,1.002,Domestic Cold Water
mn-2656,,0.914,Domestic Cold Water
mn-2657,,1.002,Domestic Cold Water
mn-2658,,0.914,Domestic Cold Water
mn-2659,,1.002,Domestic Cold Water
mn-2660,,0.914,Domestic Cold Water
mn-2661,,1.002,Domestic Cold Water
mn-2662,,0.914,Domestic Cold Water
mn-2663,,1.002,Domestic Cold Water
mn-2664,,11.354,Domestic Cold Water
mn-2665,,15.418,Domestic Cold Water
mn-2666,,6.223,Domestic Cold Water
mn-2667,,6.223,Domestic Cold Water
mn-2668,,5.017,Domestic Cold Water
mn-2669,,5.017,Domestic Cold Water
mn-2670,,1.067,Domestic Cold Water
mn-2671,,3.226,Domestic Cold Water
mn-2672,,3.277,Domestic Cold Water
mn-2673,,2.793,Domestic Cold Water
mn-2674,,14.376,Domestic Cold Water
mn-2675,,14.326,Domestic Cold Water
mn-2676,,22.504,Domestic Cold Water
mn-2677,,3.226,Domestic Cold Water
mn-2678,,3.226,Domestic Cold Water
mn-2679,,18.326,Domestic Cold Water
mn-2680,,14.262,Domestic Cold Water
mn-2681,,14.262,Domestic Cold Water
mn-2682,,22.39,Domestic Cold Water
mn-2683,,22.39,Domestic Cold Water
mn-2684,,3.226,Domestic Cold Water
mn-2685,,18.44,Domestic Cold Water
mn-2686,,18.44,Domestic Cold Water
mn-2687,,3.226,Domestic Cold Water
mn-2688,,3.277,Domestic Cold Water
mn-2689,,3.277,Domestic Cold Water
mn-2690,,1.219,Domestic Cold Water
mn-2691,,1.31,Domestic Cold Water
mn-2692,,1.51,Domestic Cold Water
mn-2693,,3.277,Domestic Cold Water
mn-2694,,3.277,Domestic Cold Water
mn-2695,,10.312,Domestic Cold Water
mn-2696,,8.077,Domestic Cold Water
mn-2697,,10.312,Domestic Cold Water
mn-2698,,18.44,Domestic Cold Water
mn-2699,,15.896,Domestic Cold Water
mn-2700,,15.896,Domestic Cold Water
mn-2701,,15.896,Domestic Cold Water
mn-2702,,3.364,Sanitary
mn-2703,,5.744,Sanitary
mn-2704,,6.862,Sanitary
mn-2705,,7.192,Sanitary
mn-2706,,1.729,Sanitary
mn-2707,,1.845,Sanitary
mn-2708,,5.655,Sanitary
mn-2709,,3.742,Sanitary
mn-2710,,3.364,Sanitary
mn-2711,,1.442,Sanitary
mn-2712,,1.666,Sanitary
mn-2713,,1.561,Sanitary
mn-2714,,2.438,Sanitary
mn-2715,,2.438,Sanitary
mn-2716,,2.438,Sanitary
mn-2717,,22.235,Sanitary
mn-2718,,22.199,Sanitary
mn-2719,,22.256,Sanitary
mn-2720,,22.225,Sanitary
mn-2721,,14.376,Domestic Cold Water
mn-2722,,18.44,Domestic Cold Water
mn-2723,,10.312,Domestic Cold Water
mn-2724,,22.504,Domestic Cold Water
mn-2725,,22.504,Domestic Cold Water
mn-2726,,10.312,Domestic Cold Water
mn-2727,,10.312,Domestic Cold Water
mn-2728,,10.312,Domestic Cold Water
mn-2729,,10.312,Domestic Cold Water
mn-2730,,10.312,Domestic Cold Water
mn-2731,,3.759,Domestic Cold Water
mn-2732,,3.759,Domestic Cold Water
mn-2733,,3.467,Domestic Cold Water
mn-2734,,3.467,Domestic Cold Water
mn-3962,,3.2,CableTrayConduit
mn-3963,,3.2,CableTrayConduit
mn-3964,,3.2,CableTrayConduit
mn-3965,,3.2,CableTrayConduit
mn-3966,,3.2,CableTrayConduit
mn-3967,,3.2,CableTrayConduit
mn-3968,,3.2,CableTrayConduit
mn-3969,,3.2,CableTrayConduit
mn-3970,,3.2,CableTrayConduit
mn-3971,,2.489,CableTrayConduit
mn-3972,,2.489,CableTrayConduit
mn-3973,,2.489,CableTrayConduit
mn-3974,,2.489,CableTrayConduit
mn-3975,,2.438,CableTrayConduit
mn-3976,,2.438,CableTrayConduit
mn-3977,,2.438,CableTrayConduit
mn-3978,,2.438,CableTrayConduit
mn-3979,,2.489,CableTrayConduit
mn-3980,,2.489,CableTrayConduit
mn-3981,,2.489,CableTrayConduit
mn-3982,,2.489,CableTrayConduit
mn-3983,,3.099,CableTrayConduit
mn-3984,,3.099,CableTrayConduit
mn-3985,,3.099,CableTrayConduit
mn-3986,,3.099,CableTrayConduit
mn-3987,,3.81,CableTrayConduit
mn-3988,,3.454,CableTrayConduit
mn-3989,,3.81,CableTrayConduit
mn-3990,,3.454,CableTrayConduit
mn-3991,,3.81,CableTrayConduit
mn-3992,,3.454,CableTrayConduit
mn-3993,,3.81,CableTrayConduit
mn-3994,,3.454,CableTrayConduit
mn-3995,,3.81,CableTrayConduit
mn-3996,,3.454,CableTrayConduit
mn-3997,,3.81,CableTrayConduit
mn-3998,,3.454,CableTrayConduit
mn-3999,,3.81,CableTrayConduit
mn-4000,,3.454,CableTrayConduit
mn-4001,,3.81,CableTrayConduit
mn-4002,,3.454,CableTrayConduit
mn-4003,,3.81,CableTrayConduit
mn-4004,,3.454,CableTrayConduit
mn-4005,,3.81,CableTrayConduit
mn-4006,,3.454,CableTrayConduit
mn-4007,,3.81,CableTrayConduit
mn-4008,,3.454,CableTrayConduit
mn-4009,,3.454,CableTrayConduit
mn-4010,,3.81,CableTrayConduit
mn-4011,,3.81,CableTrayConduit
mn-4012,,3.81,CableTrayConduit
mn-4013,,3.156,CableTrayConduit
mn-4014,,3.759,CableTrayConduit
mn-4015,,3.156,CableTrayConduit
mn-4016,,3.759,CableTrayConduit
mn-4017,,3.251,CableTrayConduit
mn-4018,,3.759,CableTrayConduit
mn-4019,,3.251,CableTrayConduit
mn-4020,,3.759,CableTrayConduit
mn-4021,,3.251,CableTrayConduit
mn-4022,,3.251,CableTrayConduit
mn-4023,,3.759,CableTrayConduit
mn-4024,,3.759,CableTrayConduit
mn-4025,,2.997,CableTrayConduit
mn-4026,,3.759,CableTrayConduit
mn-4027,,2.502,CableTrayConduit
mn-4028,,2.997,CableTrayConduit
mn-4029,,2.502,CableTrayConduit
mn-4030,,2.997,CableTrayConduit
mn-4031,,2.502,CableTrayConduit
mn-4032,,2.997,CableTrayConduit
mn-4033,,2.502,CableTrayConduit
mn-4034,,2.997,CableTrayConduit
mn-4035,,3.81,CableTrayConduit
mn-4036,,3.454,CableTrayConduit
mn-4037,,3.454,CableTrayConduit
mn-4038,,3.81,CableTrayConduit
mn-4039,,3.81,CableTrayConduit
mn-4040,,3.81,CableTrayConduit
mn-4041,,3.054,CableTrayConduit
mn-4042,,2.699,CableTrayConduit
mn-4043,,2.699,CableTrayConduit
mn-4044,,3.054,CableTrayConduit
mn-4045,,3.054,CableTrayConduit
mn-4046,,2.699,CableTrayConduit
mn-4047,,2.699,CableTrayConduit
mn-4048,,3.054,CableTrayConduit
mn-4049,,3.054,CableTrayConduit
mn-4050,,2.699,CableTrayConduit
mn-4051,,2.699,CableTrayConduit
mn-4052,,3.054,CableTrayConduit
mn-4053,,3.054,CableTrayConduit
mn-4054,,2.699,CableTrayConduit
mn-4055,,2.699,CableTrayConduit
mn-4056,,3.054,CableTrayConduit
mn-4057,,3.054,CableTrayConduit
mn-4058,,2.699,CableTrayConduit
mn-4059,,2.699,CableTrayConduit
mn-4060,,3.054,CableTrayConduit
mn-4061,,3.81,CableTrayConduit
mn-4062,,3.454,CableTrayConduit
mn-4063,,3.454,CableTrayConduit
mn-4064,,3.81,CableTrayConduit
mn-4065,,3.81,CableTrayConduit
mn-4066,,3.454,CableTrayConduit
mn-4067,,3.454,CableTrayConduit
mn-4068,,3.81,CableTrayConduit
mn-4069,,3.759,CableTrayConduit
mn-4070,,4.801,CableTrayConduit
mn-4071,,4.851,CableTrayConduit
mn-4072,,4.851,CableTrayConduit
mn-4073,,4.496,CableTrayConduit
mn-4074,,4.496,CableTrayConduit
mn-4075,,4.851,CableTrayConduit
mn-4076,,4.851,CableTrayConduit
mn-4077,,4.851,CableTrayConduit
mn-4078,,2.845,CableTrayConduit
mn-4079,,4.801,CableTrayConduit
mn-4080,,4.515,CableTrayConduit
mn-4081,,4.851,CableTrayConduit
mn-4082,,4.515,CableTrayConduit
mn-4083,,4.851,CableTrayConduit
mn-4084,,4.515,CableTrayConduit
mn-4085,,3.658,CableTrayConduit
mn-4086,,3.658,CableTrayConduit
mn-4087,,3.054,CableTrayConduit
mn-4088,,3.054,CableTrayConduit
mn-4089,,2.546,CableTrayConduit
mn-4090,,3.81,CableTrayConduit
mn-4091,,4.851,CableTrayConduit
mn-4092,,4.515,CableTrayConduit
mn-4093,,4.515,CableTrayConduit
mn-4094,,4.515,CableTrayConduit
mn-4095,,3.054,CableTrayConduit
mn-4096,,3.054,CableTrayConduit
mn-4097,,3.2,CableTrayConduit
mn-4098,,3.2,CableTrayConduit
mn-4099,,3.2,CableTrayConduit
mn-4100,,3.302,CableTrayConduit
mn-4101,,3.2,CableTrayConduit
mn-4102,,3.2,CableTrayConduit
mn-4103,,3.2,CableTrayConduit
mn-4104,,3.302,CableTrayConduit
mn-4105,,3.2,CableTrayConduit
mn-4106,,3.302,CableTrayConduit
mn-4107,,-1.219,CableTrayConduit
mn-4108,,-1.219,CableTrayConduit
mn-4109,,-1.219,CableTrayConduit
mn-4110,,-1.219,CableTrayConduit
mn-4111,,-1.219,CableTrayConduit
mn-4112,,-1.219,CableTrayConduit
mn-4113,,2.546,CableTrayConduit
mn-4114,,3.04,CableTrayConduit
